snapshot_date,facility_id,sku_id,on_hand_qty,reserved_qty,available_qty
2025-09-10,FAC-008,SKU-00639,13,874,3884
2023-05-06,FAC-099,SKU-00020,3087,807,431
2023-10-01,FAC-039,SKU-02456,3060,359,1599
2024-04-09,FAC-058,SKU-00189,1116,523,658
2024-04-01,FAC-065,SKU-00792,3961,214,3940
2024-01-12,FAC-007,SKU-01984,1419,306,4110
2024-01-16,FAC-064,SKU-01104,2484,722,1330
2023-03-21,FAC-067,SKU-00250,4366,817,2940
2023-11-16,FAC-032,SKU-00466,4096,479,4303
2023-05-09,FAC-006,SKU-01079,4891,704,1126
2025-07-20,FAC-073,SKU-01181,3959,590,2717
2025-05-19,FAC-053,SKU-00905,1624,431,2605
2023-10-24,FAC-023,SKU-01766,2786,535,3332
2024-11-29,FAC-091,SKU-00631,1157,700,3884
2024-08-21,FAC-050,SKU-02741,4798,53,512
2023-04-13,FAC-031,SKU-00906,1018,52,4498
2024-12-28,FAC-073,SKU-01312,2169,304,174
2024-02-11,FAC-061,SKU-01754,520,123,1686
2023-10-19,FAC-069,SKU-01116,3379,884,3237
2024-07-06,FAC-040,SKU-00398,2520,857,1295
2025-04-10,FAC-010,SKU-01074,3893,167,4035
2023-06-18,FAC-056,SKU-01542,2021,894,1273
2024-07-17,FAC-082,SKU-01526,3893,919,2309
2024-12-03,FAC-083,SKU-00739,2175,969,2307
2025-02-11,FAC-052,SKU-01087,1699,965,2850
2025-04-27,FAC-001,SKU-02268,868,449,3464
2024-03-03,FAC-100,SKU-02600,3056,892,1968
2024-06-19,FAC-081,SKU-02800,1704,33,2294
2025-09-03,FAC-074,SKU-01655,410,913,4292
2024-05-20,FAC-087,SKU-02231,788,343,1893
2023-10-30,FAC-003,SKU-01116,2949,459,2107
2025-04-25,FAC-072,SKU-02614,4909,663,1823
2023-06-21,FAC-066,SKU-01540,1438,71,98
2025-07-09,FAC-100,SKU-02361,3658,128,3667
2025-06-03,FAC-031,SKU-00341,4914,684,3162
2024-04-08,FAC-078,SKU-00818,1644,920,2192
2024-05-03,FAC-034,SKU-02061,647,9,654
2025-11-30,FAC-096,SKU-02581,82,99,4106
2025-01-19,FAC-010,SKU-00237,4313,296,583
2024-09-08,FAC-010,SKU-01030,2797,518,578
2025-06-08,FAC-076,SKU-01883,2932,818,805
2023-06-22,FAC-069,SKU-01419,545,604,3024
2023-06-05,FAC-012,SKU-02642,2606,793,3167
2023-05-05,FAC-098,SKU-00979,3343,489,1258
2024-06-20,FAC-051,SKU-02122,2784,738,4290
2024-12-29,FAC-091,SKU-01108,1186,159,723
2025-08-15,FAC-020,SKU-01766,777,689,3005
2025-11-15,FAC-042,SKU-02015,2275,118,654
2024-08-29,FAC-093,SKU-02067,822,807,2860
2023-08-25,FAC-096,SKU-02286,2172,95,364
2023-12-09,FAC-006,SKU-01636,2351,800,2949
2024-06-05,FAC-030,SKU-02834,1283,502,817
2023-03-24,FAC-035,SKU-01817,4882,849,2416
2023-05-02,FAC-065,SKU-01157,1083,358,1729
2024-01-07,FAC-031,SKU-01219,2514,85,125
2025-04-06,FAC-074,SKU-02957,3881,270,4231
2023-04-03,FAC-015,SKU-01639,2537,232,3153
2023-12-27,FAC-034,SKU-01761,4527,918,3768
2025-08-28,FAC-080,SKU-01151,2613,104,3610
2023-03-15,FAC-010,SKU-00980,2739,484,1637
2024-09-25,FAC-039,SKU-01505,420,140,4297
2025-03-14,FAC-027,SKU-02980,2925,21,2538
2024-09-28,FAC-057,SKU-02626,2206,85,878
2023-09-28,FAC-003,SKU-02589,34,831,846
2024-04-22,FAC-036,SKU-01320,438,348,3144
2025-11-07,FAC-003,SKU-00140,3800,642,3561
2024-07-25,FAC-086,SKU-00047,2919,18,4679
2025-06-25,FAC-100,SKU-02486,4462,235,363
2023-09-29,FAC-072,SKU-01994,4461,816,2188
2025-04-22,FAC-039,SKU-02675,1887,99,4678
2024-04-11,FAC-017,SKU-00597,4877,434,1940
2024-11-20,FAC-049,SKU-02299,3363,678,1680
2024-01-02,FAC-063,SKU-00965,3117,197,3636
2025-08-29,FAC-089,SKU-01462,1256,269,3073
2023-06-21,FAC-069,SKU-02141,3721,667,1002
2023-12-27,FAC-006,SKU-01258,494,414,485
2024-03-11,FAC-037,SKU-01687,569,696,4736
2025-09-10,FAC-087,SKU-01470,3825,684,2653
2024-04-08,FAC-097,SKU-01384,1255,473,2860
2024-08-13,FAC-008,SKU-00821,3295,114,2910
2023-04-13,FAC-035,SKU-01776,2117,901,1347
2024-03-05,FAC-084,SKU-00443,2482,297,4771
2023-01-14,FAC-013,SKU-01901,1772,514,1678
2025-02-02,FAC-006,SKU-00782,783,392,375
2025-04-09,FAC-019,SKU-00931,2817,770,4209
2024-09-29,FAC-093,SKU-02141,616,80,944
2025-01-12,FAC-017,SKU-00657,2726,282,2065
2025-11-11,FAC-080,SKU-00515,2269,562,3020
2023-09-04,FAC-084,SKU-01177,2055,525,2522
2024-08-13,FAC-052,SKU-02326,4610,356,438
2025-01-17,FAC-010,SKU-02700,4555,487,835
2023-02-17,FAC-082,SKU-01101,1468,750,4057
2025-09-21,FAC-080,SKU-01195,818,688,62
2025-09-28,FAC-026,SKU-00791,2855,771,1915
2025-01-16,FAC-075,SKU-01417,1778,745,2232
2024-07-31,FAC-099,SKU-00713,2821,175,853
2024-06-05,FAC-060,SKU-01431,2662,199,879
2023-03-28,FAC-028,SKU-00633,3757,394,4711
2025-10-28,FAC-009,SKU-00507,1966,316,4281
2025-09-29,FAC-090,SKU-01411,3655,85,2684
2023-06-27,FAC-038,SKU-02181,2151,947,4441
2023-02-06,FAC-100,SKU-00236,2170,882,1652
2024-07-28,FAC-034,SKU-01383,4055,32,3214
2024-04-08,FAC-061,SKU-01103,3743,361,2803
2023-06-13,FAC-028,SKU-00062,3237,171,2813
2025-10-12,FAC-055,SKU-00573,4918,799,3511
2023-05-12,FAC-001,SKU-02763,898,727,2033
2023-01-18,FAC-076,SKU-00339,2479,769,1398
2024-03-24,FAC-051,SKU-01731,738,862,4146
2025-06-02,FAC-041,SKU-01882,1151,646,638
2025-10-16,FAC-024,SKU-02581,2745,434,229
2023-04-03,FAC-061,SKU-01418,1577,724,1515
2023-11-17,FAC-069,SKU-02352,2216,829,3670
2025-06-16,FAC-023,SKU-00334,4345,997,512
2024-01-25,FAC-098,SKU-00696,4747,779,4957
2024-08-28,FAC-079,SKU-02466,2811,322,2927
2025-09-17,FAC-065,SKU-01871,2776,239,1044
2023-03-12,FAC-042,SKU-02602,3803,591,4507
2024-05-11,FAC-100,SKU-01081,4552,277,394
2025-01-16,FAC-012,SKU-01801,4524,458,1687
2023-10-17,FAC-083,SKU-01181,4387,934,3723
2025-11-15,FAC-007,SKU-00895,4411,141,3771
2025-09-18,FAC-072,SKU-01081,2024,233,76
2025-07-03,FAC-005,SKU-02627,375,588,4033
2024-03-05,FAC-064,SKU-02207,2961,783,3371
2023-01-19,FAC-052,SKU-02585,454,859,1679
2023-01-06,FAC-090,SKU-01391,215,582,3295
2023-06-15,FAC-087,SKU-02893,2082,273,1214
2023-08-02,FAC-048,SKU-00898,4629,334,3071
2024-06-04,FAC-031,SKU-02931,2970,209,1302
2024-02-21,FAC-052,SKU-00501,1409,558,4560
2023-12-15,FAC-039,SKU-01506,714,714,3447
2025-02-21,FAC-033,SKU-02633,1433,458,150
2024-08-23,FAC-067,SKU-02188,3462,562,3893
2024-07-18,FAC-010,SKU-00115,2258,550,4576
2024-07-17,FAC-052,SKU-02201,338,656,2516
2023-01-08,FAC-028,SKU-00250,2761,615,2563
2025-01-31,FAC-076,SKU-02196,3904,883,1873
2024-06-20,FAC-028,SKU-02222,4560,59,1728
2023-02-25,FAC-045,SKU-02218,3401,773,3650
2025-08-15,FAC-075,SKU-01481,2708,557,3674
2024-12-29,FAC-087,SKU-00393,912,836,3898
2024-12-03,FAC-027,SKU-02769,4777,288,591
2024-01-31,FAC-012,SKU-01368,2987,340,543
2023-11-09,FAC-087,SKU-01026,2986,116,1967
2023-09-28,FAC-081,SKU-02446,2837,694,2170
2024-10-26,FAC-092,SKU-00994,4957,632,38
2024-03-23,FAC-068,SKU-02041,3324,712,1340
2025-11-08,FAC-044,SKU-01622,3107,160,2190
2024-12-12,FAC-045,SKU-02951,4688,708,3961
2025-07-13,FAC-014,SKU-02407,2544,787,2055
2025-08-28,FAC-021,SKU-00090,4405,662,764
2024-02-22,FAC-090,SKU-00758,986,292,4185
2023-12-24,FAC-012,SKU-01440,1056,481,1363
2024-12-12,FAC-096,SKU-00427,1155,463,4012
2024-05-23,FAC-012,SKU-02197,2587,255,1585
2023-11-16,FAC-037,SKU-02389,459,173,65
2025-11-28,FAC-058,SKU-02416,2035,794,4896
2023-01-21,FAC-073,SKU-00303,2153,830,176
2023-02-08,FAC-079,SKU-00166,4720,387,2448
2024-07-31,FAC-097,SKU-01537,4384,825,4392
2024-05-19,FAC-061,SKU-02527,4200,270,530
2024-09-13,FAC-024,SKU-01912,1272,851,1483
2024-12-17,FAC-081,SKU-02907,3385,825,59
2023-07-29,FAC-025,SKU-00882,3047,946,4116
2025-01-19,FAC-025,SKU-02116,1073,234,1882
2024-01-27,FAC-057,SKU-02715,3456,571,4604
2024-08-17,FAC-046,SKU-01328,4631,708,597
2023-08-06,FAC-058,SKU-01722,1170,743,524
2024-04-02,FAC-042,SKU-02390,2961,383,685
2023-05-27,FAC-094,SKU-02742,3167,591,2356
2023-10-13,FAC-033,SKU-00535,2475,929,1718
2024-07-29,FAC-019,SKU-00762,3461,622,1616
2023-11-20,FAC-021,SKU-01477,208,461,1191
2023-02-08,FAC-070,SKU-02101,2059,346,1633
2024-03-05,FAC-009,SKU-01816,102,193,654
2025-07-31,FAC-045,SKU-01921,4287,248,4334
2024-11-06,FAC-022,SKU-01690,3767,156,3340
2024-11-05,FAC-066,SKU-02237,310,516,2972
2023-03-22,FAC-084,SKU-01360,2354,91,2724
2023-08-13,FAC-081,SKU-02901,3647,513,4034
2023-05-30,FAC-089,SKU-02192,351,737,954
2023-10-17,FAC-067,SKU-01620,4994,770,1071
2024-12-22,FAC-082,SKU-00214,2137,552,3319
2025-09-25,FAC-070,SKU-00420,4299,149,1935
2024-05-23,FAC-049,SKU-01116,3889,61,4199
2024-12-24,FAC-067,SKU-02324,923,880,2641
2025-09-09,FAC-027,SKU-00403,4569,303,4707
2024-02-02,FAC-014,SKU-02879,3973,985,2807
2023-11-13,FAC-076,SKU-01423,1284,882,4853
2023-06-10,FAC-070,SKU-02733,2998,388,3032
2023-01-26,FAC-025,SKU-02804,4449,131,4696
2023-03-15,FAC-032,SKU-00049,2042,484,603
2023-01-21,FAC-092,SKU-00649,2302,800,1654
2023-09-12,FAC-028,SKU-02646,3893,80,868
2025-04-14,FAC-043,SKU-02168,445,49,170
2025-03-24,FAC-074,SKU-00594,2146,114,1168
2023-12-17,FAC-017,SKU-02437,448,775,2133
2024-05-25,FAC-074,SKU-00132,67,431,4049
2024-04-04,FAC-078,SKU-02032,890,396,3481
2023-02-13,FAC-062,SKU-02964,3020,281,1870
2025-08-14,FAC-079,SKU-00435,871,434,412
2023-09-15,FAC-029,SKU-00739,948,290,701
2025-06-13,FAC-029,SKU-00363,1556,686,838
2024-11-13,FAC-062,SKU-00365,1619,235,849
2024-06-05,FAC-098,SKU-01671,95,238,3635
2023-10-25,FAC-037,SKU-00413,3416,959,1852
2025-09-02,FAC-030,SKU-00186,1350,616,4198
2024-12-19,FAC-087,SKU-01996,1452,282,4941
2025-10-05,FAC-026,SKU-00861,861,813,4598
2024-09-21,FAC-084,SKU-01468,342,289,434
2023-05-11,FAC-060,SKU-00701,4792,702,3141
2023-11-25,FAC-056,SKU-00835,3220,759,939
2023-11-14,FAC-075,SKU-00489,1504,495,880
2023-08-29,FAC-097,SKU-02503,3354,93,548
2024-01-24,FAC-086,SKU-01821,3789,730,4798
2025-05-01,FAC-001,SKU-01790,4647,938,2137
2025-01-18,FAC-029,SKU-02468,3061,984,2812
2024-09-03,FAC-095,SKU-01030,2462,220,2537
2024-10-29,FAC-069,SKU-01188,2311,118,3563
2025-03-23,FAC-088,SKU-02602,3708,151,549
2023-04-15,FAC-055,SKU-02160,962,16,851
2025-01-13,FAC-049,SKU-02360,162,251,1869
2023-03-08,FAC-006,SKU-00301,330,811,2011
2023-02-07,FAC-099,SKU-02405,1779,705,2525
2025-02-11,FAC-037,SKU-01816,1007,828,305
2024-03-08,FAC-076,SKU-02186,2163,423,1443
2025-10-26,FAC-044,SKU-01944,3937,207,2236
2023-03-14,FAC-036,SKU-02701,2646,258,4433
2025-01-04,FAC-020,SKU-01414,4804,278,4294
2024-11-19,FAC-066,SKU-02804,3485,646,3195
2024-02-15,FAC-089,SKU-01348,932,343,4348
2024-10-12,FAC-051,SKU-01414,655,951,4929
2024-01-09,FAC-036,SKU-00445,3526,455,615
2024-01-24,FAC-007,SKU-01498,4724,701,3616
2024-12-21,FAC-033,SKU-01451,1791,468,2681
2023-04-20,FAC-028,SKU-00357,2049,464,3250
2024-08-31,FAC-009,SKU-00187,2221,248,4691
2024-08-12,FAC-060,SKU-01548,2052,410,3033
2024-10-22,FAC-066,SKU-01884,556,381,1793
2023-08-06,FAC-007,SKU-01726,2790,298,3143
2024-06-07,FAC-086,SKU-00034,1020,331,2559
2023-01-23,FAC-018,SKU-01747,654,216,558
2025-01-27,FAC-005,SKU-02749,379,309,4092
2025-03-07,FAC-073,SKU-02489,553,760,2391
2024-09-15,FAC-031,SKU-00506,2433,294,4347
2025-09-19,FAC-071,SKU-00573,471,755,2560
2023-09-09,FAC-036,SKU-00979,3740,350,1985
2023-08-08,FAC-072,SKU-02511,604,169,3979
2025-03-04,FAC-079,SKU-00507,724,29,3370
2023-11-23,FAC-065,SKU-02006,152,169,1078
2023-01-13,FAC-062,SKU-00811,1429,995,3240
2025-01-20,FAC-093,SKU-01920,4434,560,1761
2024-10-05,FAC-098,SKU-01697,3261,616,3685
2025-10-15,FAC-073,SKU-00011,2700,853,3262
2023-11-12,FAC-037,SKU-01934,1407,654,3389
2024-12-23,FAC-098,SKU-01923,3256,854,877
2024-07-12,FAC-050,SKU-02783,2336,353,2360
2023-04-22,FAC-008,SKU-01783,1278,554,1555
2023-10-11,FAC-080,SKU-01065,2592,418,4877
2023-05-10,FAC-045,SKU-01558,2359,83,874
2025-01-19,FAC-052,SKU-01980,1419,498,4935
2024-09-11,FAC-092,SKU-02016,2925,553,251
2023-04-27,FAC-062,SKU-01851,4822,860,4947
2024-09-04,FAC-028,SKU-01247,2298,603,4678
2024-06-30,FAC-058,SKU-00223,2012,968,50
2025-03-19,FAC-023,SKU-02601,3131,415,708
2025-04-15,FAC-090,SKU-02033,2368,583,503
2025-07-25,FAC-057,SKU-00732,3223,47,1774
2024-07-20,FAC-081,SKU-01043,4536,460,1263
2024-01-24,FAC-043,SKU-01262,2082,865,2088
2023-07-23,FAC-026,SKU-02292,1718,238,3517
2023-02-27,FAC-047,SKU-02091,2921,664,1942
2023-04-16,FAC-096,SKU-00030,2586,202,3496
2023-06-30,FAC-016,SKU-00613,4695,255,3346
2024-09-08,FAC-088,SKU-01913,2562,535,4636
2024-09-24,FAC-018,SKU-00183,3712,451,1155
2023-03-11,FAC-048,SKU-02241,1342,802,2244
2025-05-19,FAC-035,SKU-01982,2427,419,3273
2023-04-02,FAC-092,SKU-01622,2140,193,4749
2024-02-12,FAC-087,SKU-02813,3756,221,4900
2023-11-27,FAC-096,SKU-02094,2756,679,1449
2025-06-04,FAC-031,SKU-01894,554,197,2231
2024-05-07,FAC-001,SKU-00445,1146,745,4066
2024-07-16,FAC-083,SKU-02186,1035,624,3075
2025-01-21,FAC-072,SKU-00956,987,774,4869
2023-06-14,FAC-094,SKU-02357,2762,51,1802
2023-10-15,FAC-028,SKU-02339,4220,844,4822
2023-02-09,FAC-010,SKU-00360,4389,810,2451
2025-09-05,FAC-052,SKU-00142,290,723,2769
2023-07-07,FAC-036,SKU-02683,4204,900,397
2023-02-13,FAC-001,SKU-01104,4367,762,1792
2023-03-11,FAC-079,SKU-00811,996,407,2815
2023-07-04,FAC-040,SKU-00983,1247,41,3320
2024-11-10,FAC-003,SKU-00149,1087,545,2646
2024-02-07,FAC-065,SKU-00888,3001,470,222
2025-02-21,FAC-060,SKU-00489,2639,328,1606
2023-12-11,FAC-088,SKU-02899,4960,510,560
2024-01-21,FAC-088,SKU-02001,679,793,687
2023-05-13,FAC-040,SKU-01744,3475,729,4758
2025-06-16,FAC-066,SKU-00339,676,337,716
2023-02-23,FAC-085,SKU-02787,3302,931,3221
2024-10-30,FAC-088,SKU-00156,892,272,4753
2025-10-25,FAC-013,SKU-00694,2633,254,3623
2025-08-06,FAC-036,SKU-00694,399,708,1771
2024-08-26,FAC-077,SKU-02213,3972,517,2157
2023-07-06,FAC-010,SKU-00861,1811,33,3420
2025-03-24,FAC-031,SKU-02255,4151,308,4262
2025-06-02,FAC-041,SKU-01210,3162,606,4669
2024-05-28,FAC-076,SKU-02571,1322,164,1918
2024-03-27,FAC-027,SKU-02351,4657,659,345
2025-07-30,FAC-081,SKU-02240,58,503,491
2023-11-05,FAC-038,SKU-00880,83,953,2490
2023-07-04,FAC-045,SKU-02171,2956,502,3709
2025-04-15,FAC-050,SKU-01304,1009,203,1870
2023-05-11,FAC-039,SKU-00613,3022,186,3864
2023-04-16,FAC-016,SKU-00950,3363,650,2619
2023-03-04,FAC-082,SKU-01216,4658,605,2809
2024-10-04,FAC-048,SKU-02567,2074,113,3141
2024-07-16,FAC-010,SKU-00907,3642,551,2547
2024-09-03,FAC-097,SKU-02208,1333,717,3098
2025-09-16,FAC-009,SKU-01519,1475,823,1603
2025-03-01,FAC-037,SKU-01544,4934,109,2665
2024-08-23,FAC-029,SKU-02885,3847,788,2340
2023-08-27,FAC-062,SKU-00520,3086,214,4273
2023-04-23,FAC-079,SKU-02436,2024,611,3650
2024-07-17,FAC-034,SKU-02446,1308,708,3771
2023-12-07,FAC-046,SKU-01538,742,493,4702
2024-08-04,FAC-057,SKU-02213,1939,813,4797
2024-05-10,FAC-028,SKU-02156,3264,322,3672
2023-07-31,FAC-083,SKU-01620,3590,415,2529
2024-05-05,FAC-100,SKU-00839,2045,859,4654
2024-07-17,FAC-028,SKU-01093,2542,3,855
2023-10-14,FAC-023,SKU-01729,1289,883,4321
2025-07-20,FAC-008,SKU-00365,2938,486,1814
2023-01-06,FAC-085,SKU-01042,4911,409,4939
2024-11-04,FAC-099,SKU-01395,3141,633,3952
2025-10-09,FAC-016,SKU-00779,2125,798,3031
2025-08-17,FAC-097,SKU-02812,2442,329,1744
2023-10-28,FAC-016,SKU-00194,1746,715,841
2024-10-25,FAC-031,SKU-00567,4818,188,1468
2023-05-11,FAC-036,SKU-00994,3996,144,2026
2023-12-27,FAC-025,SKU-01265,2604,52,2284
2025-08-29,FAC-060,SKU-01442,1122,941,1743
2024-01-21,FAC-062,SKU-01993,3094,519,278
2024-10-09,FAC-044,SKU-01865,1103,970,4528
2023-05-11,FAC-061,SKU-01091,3573,839,959
2024-02-05,FAC-009,SKU-02035,4836,157,662
2023-12-21,FAC-052,SKU-01805,2619,501,3599
2025-07-21,FAC-047,SKU-01179,3642,594,4146
2023-05-14,FAC-062,SKU-00710,4352,401,2383
2023-11-15,FAC-085,SKU-01060,1779,824,3137
2024-12-17,FAC-071,SKU-02814,4324,519,4583
2023-08-28,FAC-057,SKU-01434,3087,463,635
2025-10-12,FAC-018,SKU-00131,3032,25,3514
2025-08-11,FAC-025,SKU-01642,1045,148,2586
2024-07-18,FAC-029,SKU-02359,1482,47,4207
2024-04-02,FAC-082,SKU-01914,554,873,693
2023-04-23,FAC-048,SKU-00308,62,562,572
2024-08-17,FAC-090,SKU-01991,4996,445,4288
2023-01-18,FAC-075,SKU-00320,1387,838,3680
2025-04-29,FAC-066,SKU-02473,3608,42,4481
2024-04-05,FAC-085,SKU-00428,2740,641,3022
2023-08-23,FAC-093,SKU-00725,2703,404,3398
2023-01-09,FAC-063,SKU-01004,1759,573,940
2024-03-18,FAC-055,SKU-01811,604,3,4208
2023-07-02,FAC-034,SKU-00918,1493,820,15
2023-02-26,FAC-028,SKU-00483,3016,921,3310
2024-12-13,FAC-003,SKU-02173,2486,724,1179
2025-06-03,FAC-061,SKU-01842,4454,778,3707
2024-04-07,FAC-005,SKU-00505,4435,48,1583
2023-09-24,FAC-054,SKU-00328,1860,250,1776
2024-07-05,FAC-010,SKU-00074,4934,75,2292
2025-06-17,FAC-010,SKU-02868,359,41,1895
2025-05-17,FAC-086,SKU-01470,3893,331,239
2024-09-15,FAC-060,SKU-01103,4919,923,837
2024-05-20,FAC-002,SKU-02165,1485,167,4936
2024-03-21,FAC-024,SKU-00835,3384,942,867
2023-06-26,FAC-060,SKU-00338,3024,305,3944
2025-11-07,FAC-028,SKU-02952,1405,684,2190
2025-01-30,FAC-010,SKU-00696,3087,397,1861
2025-03-22,FAC-093,SKU-00619,3816,488,3384
2024-05-19,FAC-035,SKU-02306,1866,379,1355
2024-09-08,FAC-053,SKU-01835,3139,83,2445
2025-09-10,FAC-047,SKU-01965,3802,796,65
2023-04-11,FAC-057,SKU-02287,4702,295,2001
2024-03-09,FAC-047,SKU-02153,4398,73,2621
2025-04-13,FAC-040,SKU-00292,4295,114,1306
2024-06-10,FAC-077,SKU-01530,4423,820,3115
2024-07-07,FAC-091,SKU-02824,3989,26,2256
2025-03-22,FAC-023,SKU-02118,4519,736,4907
2024-10-24,FAC-011,SKU-02326,4037,437,1605
2024-08-25,FAC-068,SKU-02228,2725,807,3043
2025-05-25,FAC-023,SKU-00062,326,483,1386
2023-08-14,FAC-056,SKU-02326,4369,208,2200
2025-07-31,FAC-044,SKU-01551,536,959,3445
2023-04-21,FAC-047,SKU-00887,578,426,4843
2023-11-02,FAC-092,SKU-00945,4089,106,2447
2025-03-08,FAC-096,SKU-02792,4500,442,1051
2024-05-18,FAC-094,SKU-02679,4190,507,4202
2025-08-11,FAC-029,SKU-02133,1449,537,1862
2023-10-01,FAC-078,SKU-02398,591,57,734
2023-01-23,FAC-095,SKU-02441,4403,878,1708
2024-03-04,FAC-059,SKU-02314,319,621,3002
2025-11-07,FAC-074,SKU-02529,2901,391,68
2023-12-14,FAC-094,SKU-01519,1148,325,1634
2025-03-15,FAC-038,SKU-02322,4525,699,1667
2024-06-15,FAC-051,SKU-02987,1066,249,2547
2024-01-07,FAC-098,SKU-01423,830,615,3076
2023-02-22,FAC-012,SKU-02689,4480,639,2885
2025-08-10,FAC-076,SKU-00988,1689,49,2375
2024-09-22,FAC-090,SKU-02073,713,991,538
2023-04-02,FAC-024,SKU-01006,3864,325,2530
2025-01-16,FAC-012,SKU-01430,3070,987,3479
2023-11-01,FAC-027,SKU-00973,88,209,3378
2023-09-17,FAC-010,SKU-00270,1667,805,3810
2025-05-11,FAC-060,SKU-00264,3921,261,1306
2024-07-10,FAC-081,SKU-00804,4679,457,4263
2025-08-11,FAC-044,SKU-01087,1286,396,3935
2023-06-10,FAC-026,SKU-00014,2437,742,2702
2024-12-31,FAC-081,SKU-01799,1961,717,1607
2024-10-23,FAC-006,SKU-01788,4523,992,2503
2024-06-19,FAC-015,SKU-02964,2708,927,1958
2023-11-11,FAC-056,SKU-00308,4725,592,2391
2023-10-02,FAC-014,SKU-00082,3580,848,3073
2025-07-24,FAC-019,SKU-02400,997,36,2030
2023-10-29,FAC-029,SKU-02159,2576,768,2079
2025-08-18,FAC-090,SKU-01097,4494,498,1273
2024-06-01,FAC-048,SKU-00798,1987,640,431
2024-01-12,FAC-015,SKU-02529,4808,54,4918
2023-02-08,FAC-003,SKU-00802,1963,663,92
2023-12-09,FAC-063,SKU-00755,2336,851,3245
2023-09-22,FAC-041,SKU-02128,3962,744,1135
2023-05-31,FAC-002,SKU-01818,174,487,3292
2025-10-03,FAC-071,SKU-00878,4458,742,3339
2023-01-17,FAC-050,SKU-02811,3712,266,385
2024-11-02,FAC-008,SKU-00088,1908,728,807
2025-09-14,FAC-033,SKU-01544,584,793,4157
2025-08-22,FAC-046,SKU-01004,1314,226,1159
2025-04-28,FAC-097,SKU-01047,2592,923,4797
2025-04-08,FAC-072,SKU-02844,4617,465,1205
2023-02-26,FAC-083,SKU-02874,3772,777,4597
2023-02-26,FAC-069,SKU-00860,1445,52,3876
2023-01-10,FAC-066,SKU-01432,1658,687,2062
2025-07-06,FAC-089,SKU-01002,4291,25,1816
2023-01-03,FAC-050,SKU-00901,4946,382,2239
2023-05-30,FAC-089,SKU-02772,1675,568,3467
2025-01-24,FAC-010,SKU-00112,4698,593,578
2025-10-19,FAC-022,SKU-00766,3487,737,202
2023-06-29,FAC-068,SKU-00172,1620,596,1111
2024-06-17,FAC-097,SKU-01313,4405,191,2312
2023-03-15,FAC-026,SKU-01766,4036,296,2661
2023-11-04,FAC-075,SKU-02185,4210,808,1371
2024-07-11,FAC-071,SKU-01634,3059,121,3413
2025-08-03,FAC-078,SKU-00478,3590,931,470
2024-12-18,FAC-014,SKU-01594,1357,91,3872
2024-11-18,FAC-100,SKU-01220,1060,376,1291
2024-12-28,FAC-069,SKU-01130,1329,683,4370
2025-04-21,FAC-042,SKU-02826,2428,336,4852
2025-11-09,FAC-071,SKU-02810,1412,72,4469
2023-07-07,FAC-090,SKU-01479,4655,554,2111
2023-03-05,FAC-098,SKU-00151,264,662,2033
2024-08-28,FAC-010,SKU-02093,2739,472,3608
2023-01-30,FAC-017,SKU-00259,234,426,1722
2025-09-30,FAC-033,SKU-00464,333,89,1683
2024-04-26,FAC-071,SKU-01713,3259,277,2996
2023-09-29,FAC-030,SKU-00655,1282,496,1502
2024-11-09,FAC-099,SKU-01860,1715,273,3748
2024-08-18,FAC-034,SKU-01460,1691,446,233
2024-12-23,FAC-066,SKU-02347,842,496,4645
2024-09-18,FAC-069,SKU-01926,1232,576,2147
2023-04-21,FAC-037,SKU-00527,3153,230,1379
2024-12-10,FAC-073,SKU-02116,720,525,1087
2023-04-19,FAC-002,SKU-00019,664,604,2920
2025-06-19,FAC-026,SKU-02168,468,818,2606
2023-11-24,FAC-005,SKU-00321,4362,974,1968
2024-04-11,FAC-048,SKU-02945,2051,239,2916
2023-01-05,FAC-089,SKU-02714,2994,814,499
2023-02-04,FAC-096,SKU-01166,2664,782,4305
2023-09-25,FAC-005,SKU-00097,3495,621,2481
2025-10-03,FAC-100,SKU-00842,4166,656,3710
2025-09-08,FAC-097,SKU-00914,1297,848,2491
2025-08-26,FAC-031,SKU-01199,530,998,4360
2023-10-18,FAC-091,SKU-01044,547,474,3093
2024-01-18,FAC-042,SKU-00330,756,827,53
2024-04-16,FAC-078,SKU-02198,3291,606,41
2023-07-25,FAC-078,SKU-01617,4267,612,3249
2024-05-02,FAC-053,SKU-00125,4838,748,196
2025-11-22,FAC-090,SKU-01896,1323,655,3937
2025-10-19,FAC-046,SKU-02910,931,832,1003
2023-12-13,FAC-001,SKU-01185,1466,631,1287
2023-08-02,FAC-083,SKU-02193,1437,910,4646
2023-09-12,FAC-070,SKU-01689,3919,453,3113
2024-02-04,FAC-041,SKU-00931,595,415,876
2024-02-28,FAC-008,SKU-02751,124,804,3857
2025-04-28,FAC-043,SKU-02656,4141,79,3121
2023-12-25,FAC-072,SKU-01707,4996,901,601
2025-04-21,FAC-033,SKU-02782,3499,767,3663
2024-12-09,FAC-037,SKU-01913,1237,631,165
2024-10-20,FAC-085,SKU-00555,4929,107,2821
2023-04-09,FAC-077,SKU-01110,633,504,4868
2024-10-09,FAC-042,SKU-00177,1521,10,1481
2024-04-08,FAC-072,SKU-00932,1465,714,4054
2024-07-18,FAC-047,SKU-01476,3394,536,3720
2025-01-18,FAC-040,SKU-00923,1883,458,1445
