order_item_id,order_id,sku_id,quantity,unit_price,discount_amount,tax_amount
ITEM-980405,ORD-003639,SKU-02190,5,181.74,24.94,2.98
ITEM-045555,ORD-003640,SKU-00496,2,194.81,1.12,2.8
ITEM-543576,ORD-003640,SKU-01236,10,221.0,22.91,9.88
ITEM-777083,ORD-003640,SKU-00498,10,92.5,6.63,16.33
ITEM-259690,ORD-003641,SKU-01801,8,174.0,41.65,13.27
ITEM-464333,ORD-003641,SKU-02552,5,363.18,5.18,13.69
ITEM-198642,ORD-003641,SKU-01569,7,225.07,4.61,8.01
ITEM-848047,ORD-003641,SKU-01468,4,170.97,6.76,12.13
ITEM-800493,ORD-003642,SKU-02289,7,87.61,44.24,13.01
ITEM-562428,ORD-003642,SKU-01952,10,104.46,32.93,12.83
ITEM-356488,ORD-003643,SKU-02484,4,492.98,22.7,2.62
ITEM-371574,ORD-003643,SKU-00405,4,43.5,43.36,6.54
ITEM-776813,ORD-003643,SKU-01554,3,432.12,23.59,19.5
ITEM-895366,ORD-003643,SKU-02148,10,456.51,23.8,9.32
ITEM-352376,ORD-003644,SKU-01227,1,224.77,13.01,6.91
ITEM-645057,ORD-003644,SKU-00870,5,46.95,9.24,4.37
ITEM-427806,ORD-003644,SKU-01228,7,348.09,32.34,10.86
ITEM-051383,ORD-003644,SKU-01538,10,202.54,34.46,14.4
ITEM-006434,ORD-003644,SKU-01628,5,232.99,0.27,6.81
ITEM-234557,ORD-003645,SKU-01949,6,11.14,44.91,14.72
ITEM-338594,ORD-003646,SKU-01493,8,374.37,13.88,9.61
ITEM-700573,ORD-003647,SKU-00259,3,119.92,36.49,3.53
ITEM-491667,ORD-003647,SKU-02899,4,184.01,20.02,17.38
ITEM-375149,ORD-003647,SKU-01778,5,80.01,20.66,4.24
ITEM-824075,ORD-003647,SKU-02534,10,329.11,3.07,6.25
ITEM-085587,ORD-003648,SKU-02035,8,401.76,43.95,1.92
ITEM-551718,ORD-003648,SKU-01731,8,144.95,13.89,11.3
ITEM-413624,ORD-003648,SKU-00488,6,423.91,32.86,8.65
ITEM-018210,ORD-003648,SKU-02280,1,131.08,47.42,7.27
ITEM-239137,ORD-003649,SKU-01407,2,5.93,20.84,16.79
ITEM-035038,ORD-003649,SKU-02958,8,315.53,1.22,18.06
ITEM-719244,ORD-003649,SKU-01087,6,114.94,1.58,16.18
ITEM-480335,ORD-003649,SKU-02608,4,143.99,17.98,9.6
ITEM-793697,ORD-003649,SKU-02720,3,371.5,49.45,10.75
ITEM-210567,ORD-003650,SKU-00243,10,480.56,12.05,18.76
ITEM-057438,ORD-003650,SKU-00491,9,433.61,27.01,9.83
ITEM-808117,ORD-003651,SKU-00774,8,486.6,5.34,19.42
ITEM-760321,ORD-003651,SKU-01712,1,17.16,8.07,18.45
ITEM-663303,ORD-003651,SKU-01800,5,174.54,37.62,7.72
ITEM-597479,ORD-003652,SKU-02603,5,69.7,1.47,3.01
ITEM-881910,ORD-003652,SKU-01206,9,269.69,25.1,17.75
ITEM-972054,ORD-003652,SKU-00127,3,376.49,7.16,19.51
ITEM-815990,ORD-003652,SKU-01760,6,398.63,7.47,0.44
ITEM-198625,ORD-003652,SKU-02205,5,423.84,3.11,0.17
ITEM-107377,ORD-003653,SKU-01410,8,389.4,19.58,17.52
ITEM-065802,ORD-003653,SKU-02468,6,358.82,20.51,3.03
ITEM-626522,ORD-003653,SKU-00062,5,478.81,5.31,7.34
ITEM-465794,ORD-003654,SKU-00287,2,107.67,48.6,16.78
ITEM-070004,ORD-003655,SKU-01066,7,127.16,14.53,9.22
ITEM-385450,ORD-003655,SKU-02195,5,270.71,36.26,11.09
ITEM-807472,ORD-003655,SKU-01323,5,386.48,36.36,8.18
ITEM-446307,ORD-003656,SKU-02324,4,354.96,46.03,15.59
ITEM-979843,ORD-003657,SKU-01985,4,230.54,45.71,3.7
ITEM-741220,ORD-003657,SKU-02445,8,199.07,6.04,16.54
ITEM-210146,ORD-003657,SKU-00568,7,155.17,45.88,9.61
ITEM-839122,ORD-003657,SKU-02754,3,183.23,6.0,6.99
ITEM-344136,ORD-003658,SKU-00092,2,273.59,29.26,11.4
ITEM-016189,ORD-003658,SKU-02505,2,9.9,5.45,3.41
ITEM-257263,ORD-003658,SKU-02388,1,11.44,46.13,2.04
ITEM-610834,ORD-003658,SKU-00124,8,360.89,28.37,5.44
ITEM-793384,ORD-003658,SKU-02281,4,156.1,43.1,12.02
ITEM-709810,ORD-003659,SKU-00004,8,329.93,41.79,16.95
ITEM-948503,ORD-003659,SKU-02184,8,92.12,43.97,9.72
ITEM-198707,ORD-003659,SKU-01065,6,32.22,18.62,18.92
ITEM-802003,ORD-003659,SKU-02580,9,370.13,33.26,3.43
ITEM-950822,ORD-003660,SKU-01638,10,145.71,41.46,4.15
ITEM-661868,ORD-003660,SKU-01930,5,94.42,16.22,9.83
ITEM-763605,ORD-003660,SKU-02092,4,9.74,42.83,2.62
ITEM-336860,ORD-003661,SKU-00840,9,84.31,40.15,4.8
ITEM-094984,ORD-003661,SKU-00886,1,38.93,29.68,10.98
ITEM-402591,ORD-003661,SKU-02608,9,388.59,6.83,9.32
ITEM-258906,ORD-003662,SKU-01408,7,54.71,29.86,5.75
ITEM-430590,ORD-003662,SKU-00403,5,247.87,16.38,2.76
ITEM-584778,ORD-003663,SKU-02225,3,127.36,16.96,19.38
ITEM-074196,ORD-003663,SKU-02179,5,149.8,15.39,15.8
ITEM-628806,ORD-003663,SKU-00174,5,259.7,10.04,7.84
ITEM-994525,ORD-003663,SKU-01167,8,53.88,46.25,11.06
ITEM-061277,ORD-003664,SKU-00436,8,231.55,2.9,10.9
ITEM-452975,ORD-003664,SKU-02434,7,186.56,1.98,7.24
ITEM-028127,ORD-003664,SKU-00212,3,102.68,20.14,6.06
ITEM-087386,ORD-003664,SKU-01224,1,238.35,5.5,5.04
ITEM-150252,ORD-003664,SKU-00334,1,162.29,12.25,14.86
ITEM-200561,ORD-003665,SKU-01813,2,255.95,35.48,17.83
ITEM-659984,ORD-003666,SKU-02012,10,288.64,39.38,12.22
ITEM-061459,ORD-003666,SKU-02944,9,437.28,22.06,10.84
ITEM-389582,ORD-003666,SKU-02750,9,474.48,49.96,12.19
ITEM-658443,ORD-003666,SKU-02454,2,340.83,8.71,11.78
ITEM-708820,ORD-003666,SKU-00611,2,391.51,23.1,19.94
ITEM-884319,ORD-003667,SKU-01758,1,468.97,11.36,10.63
ITEM-247290,ORD-003667,SKU-01072,8,483.27,26.27,2.98
ITEM-287751,ORD-003667,SKU-01729,2,362.05,5.95,13.04
ITEM-054671,ORD-003667,SKU-00274,9,208.69,16.88,4.74
ITEM-035867,ORD-003667,SKU-02995,10,11.48,32.79,10.68
ITEM-071794,ORD-003668,SKU-00396,5,15.73,23.19,9.04
ITEM-242646,ORD-003668,SKU-01234,8,15.16,25.3,7.91
ITEM-200375,ORD-003668,SKU-01980,5,337.8,39.53,7.5
ITEM-142358,ORD-003668,SKU-02715,6,26.41,22.39,9.15
ITEM-098192,ORD-003669,SKU-02309,9,419.69,36.87,18.85
ITEM-569719,ORD-003669,SKU-00888,6,287.37,0.68,7.86
ITEM-592737,ORD-003670,SKU-01815,1,223.52,29.5,2.57
ITEM-506852,ORD-003670,SKU-01340,2,56.16,3.87,5.91
ITEM-725725,ORD-003670,SKU-00103,4,146.3,26.83,9.12
ITEM-463611,ORD-003671,SKU-00825,2,366.58,38.28,2.5
ITEM-402840,ORD-003671,SKU-01580,1,462.27,9.11,12.24
ITEM-714733,ORD-003671,SKU-00544,7,42.44,13.85,18.94
ITEM-538170,ORD-003671,SKU-02695,6,203.39,43.51,0.1
ITEM-923413,ORD-003672,SKU-00827,5,281.94,2.89,4.85
ITEM-327274,ORD-003672,SKU-02619,6,109.0,28.71,2.21
ITEM-498891,ORD-003672,SKU-01270,3,76.49,21.67,19.47
ITEM-525338,ORD-003672,SKU-00396,2,183.75,36.97,9.54
ITEM-792272,ORD-003672,SKU-02313,2,469.57,19.35,13.49
ITEM-685422,ORD-003673,SKU-02453,6,127.36,42.38,8.85
ITEM-152461,ORD-003673,SKU-02216,1,198.12,12.02,18.02
ITEM-702158,ORD-003673,SKU-02234,3,134.23,3.72,16.22
ITEM-667413,ORD-003673,SKU-00763,10,248.91,10.88,1.85
ITEM-343364,ORD-003673,SKU-02110,3,167.23,26.94,15.98
ITEM-697613,ORD-003674,SKU-00754,2,431.54,5.86,3.2
ITEM-726096,ORD-003674,SKU-02238,3,271.23,37.39,3.37
ITEM-099095,ORD-003674,SKU-01063,6,158.78,41.41,0.88
ITEM-966051,ORD-003675,SKU-01157,4,108.6,4.67,6.41
ITEM-736501,ORD-003675,SKU-01469,5,100.18,45.59,5.52
ITEM-742605,ORD-003675,SKU-00882,10,95.83,2.98,9.33
ITEM-856726,ORD-003676,SKU-00101,6,363.31,1.49,10.97
ITEM-726517,ORD-003677,SKU-02713,10,356.64,36.55,1.05
ITEM-566858,ORD-003677,SKU-02818,2,205.64,49.97,3.21
ITEM-977636,ORD-003677,SKU-00877,7,294.5,18.61,14.76
ITEM-045884,ORD-003677,SKU-01901,4,258.94,3.15,16.19
ITEM-228923,ORD-003677,SKU-01183,4,183.91,23.87,15.73
ITEM-074866,ORD-003678,SKU-01413,5,447.12,0.3,12.31
ITEM-439254,ORD-003678,SKU-00392,8,142.06,15.96,3.91
ITEM-512438,ORD-003678,SKU-02276,1,64.61,24.22,1.95
ITEM-093962,ORD-003679,SKU-00930,1,7.61,9.45,0.71
ITEM-438496,ORD-003679,SKU-00396,3,440.0,46.28,18.95
ITEM-172356,ORD-003679,SKU-01545,3,343.46,39.5,15.28
ITEM-115489,ORD-003680,SKU-02226,2,186.07,29.68,8.86
ITEM-988127,ORD-003680,SKU-01177,3,104.75,26.53,10.03
ITEM-038784,ORD-003680,SKU-01856,10,354.61,32.05,18.52
ITEM-483199,ORD-003680,SKU-01533,6,82.5,37.81,0.19
ITEM-875894,ORD-003681,SKU-00854,6,317.95,1.0,3.56
ITEM-175294,ORD-003681,SKU-02332,1,413.59,39.38,15.07
ITEM-845955,ORD-003682,SKU-01092,10,121.72,5.31,19.22
ITEM-719027,ORD-003682,SKU-02076,3,73.83,43.29,17.28
ITEM-079726,ORD-003683,SKU-00424,1,278.06,44.49,0.01
ITEM-633535,ORD-003683,SKU-02221,10,175.06,2.46,8.14
ITEM-390728,ORD-003683,SKU-02463,4,174.27,41.63,14.22
ITEM-025571,ORD-003684,SKU-02247,2,154.14,17.51,17.81
ITEM-411431,ORD-003685,SKU-00047,7,270.21,7.81,1.75
ITEM-774712,ORD-003685,SKU-01258,5,248.61,0.82,9.62
ITEM-629283,ORD-003685,SKU-02738,6,90.63,14.83,18.66
ITEM-276802,ORD-003685,SKU-02707,10,325.42,28.98,7.98
ITEM-240312,ORD-003685,SKU-02331,2,192.28,2.37,7.9
ITEM-086425,ORD-003686,SKU-02839,7,166.32,27.9,0.53
ITEM-935758,ORD-003686,SKU-00299,6,67.38,31.03,1.05
ITEM-849131,ORD-003686,SKU-01711,4,379.71,16.8,2.2
ITEM-465110,ORD-003687,SKU-02154,6,115.17,13.84,6.28
ITEM-487930,ORD-003687,SKU-01413,10,258.97,45.8,13.63
ITEM-066248,ORD-003687,SKU-02273,7,125.68,6.8,6.01
ITEM-754943,ORD-003687,SKU-00857,4,162.74,47.99,18.59
ITEM-094165,ORD-003688,SKU-00472,3,451.89,12.99,10.24
ITEM-682167,ORD-003688,SKU-02915,2,194.83,21.02,15.64
ITEM-555903,ORD-003688,SKU-01508,3,456.85,1.23,8.55
ITEM-007233,ORD-003689,SKU-01367,10,284.15,36.59,3.87
ITEM-920697,ORD-003689,SKU-02637,2,290.26,38.38,8.03
ITEM-413353,ORD-003689,SKU-00847,9,78.25,20.44,0.92
ITEM-810932,ORD-003689,SKU-02155,8,320.69,4.59,13.98
ITEM-749455,ORD-003690,SKU-01693,9,51.37,25.32,20.0
ITEM-914333,ORD-003690,SKU-00478,1,69.44,1.97,9.99
ITEM-326632,ORD-003690,SKU-00134,3,476.03,29.47,4.65
ITEM-439997,ORD-003690,SKU-01364,1,25.91,33.39,19.99
ITEM-067453,ORD-003691,SKU-02500,1,268.34,22.84,18.05
ITEM-583022,ORD-003691,SKU-00652,6,264.27,43.29,3.68
ITEM-967710,ORD-003692,SKU-02624,7,181.01,40.29,9.08
ITEM-307158,ORD-003692,SKU-02143,7,28.9,17.68,8.14
ITEM-243565,ORD-003692,SKU-01946,9,476.21,4.49,13.81
ITEM-661409,ORD-003692,SKU-01590,10,31.29,30.4,2.98
ITEM-463120,ORD-003692,SKU-00996,3,329.75,18.54,16.85
ITEM-791519,ORD-003693,SKU-01892,10,439.04,13.34,18.62
ITEM-782618,ORD-003693,SKU-00003,9,183.6,37.52,3.6
ITEM-437236,ORD-003693,SKU-00354,10,266.33,21.96,8.17
ITEM-867791,ORD-003693,SKU-00027,7,172.75,21.68,3.18
ITEM-950970,ORD-003694,SKU-02464,7,237.96,26.16,16.39
ITEM-322316,ORD-003694,SKU-00429,10,233.2,36.44,8.05
ITEM-966893,ORD-003694,SKU-00178,5,88.41,26.95,10.22
ITEM-624914,ORD-003694,SKU-00663,6,403.08,26.25,17.76
ITEM-724702,ORD-003694,SKU-00633,5,65.27,30.29,5.77
ITEM-655414,ORD-003695,SKU-01490,8,39.34,21.8,8.09
ITEM-485249,ORD-003696,SKU-00720,9,496.46,6.85,9.71
ITEM-829980,ORD-003696,SKU-01426,6,428.0,45.3,5.27
ITEM-956484,ORD-003696,SKU-01479,10,295.9,11.47,5.37
ITEM-059415,ORD-003696,SKU-02436,10,483.95,11.44,2.06
ITEM-916456,ORD-003697,SKU-00971,2,436.73,49.81,19.97
ITEM-260730,ORD-003697,SKU-00192,6,334.0,36.08,7.61
ITEM-834450,ORD-003697,SKU-01510,5,274.22,40.64,13.37
ITEM-589034,ORD-003697,SKU-00183,7,252.22,30.2,9.86
ITEM-181861,ORD-003697,SKU-01490,2,259.12,32.96,12.48
ITEM-698907,ORD-003698,SKU-01685,7,335.75,44.09,2.02
ITEM-927656,ORD-003698,SKU-01852,6,433.94,6.26,17.11
ITEM-705730,ORD-003698,SKU-00187,10,231.17,17.53,7.53
ITEM-686445,ORD-003699,SKU-02309,4,140.41,23.52,13.31
ITEM-608898,ORD-003699,SKU-01492,1,494.14,14.85,17.26
ITEM-886294,ORD-003700,SKU-01467,1,9.8,37.82,0.73
ITEM-008282,ORD-003700,SKU-02043,10,262.07,11.92,7.53
ITEM-880765,ORD-003700,SKU-01133,9,202.73,16.12,8.57
ITEM-571835,ORD-003700,SKU-02092,8,303.09,40.56,5.84
ITEM-032488,ORD-003700,SKU-02576,5,279.26,30.23,14.75
ITEM-744876,ORD-003701,SKU-01084,2,103.91,49.75,0.33
ITEM-547019,ORD-003701,SKU-01928,1,118.32,32.93,16.41
ITEM-802729,ORD-003701,SKU-00359,5,37.78,25.32,18.22
ITEM-662217,ORD-003701,SKU-00232,7,348.13,38.9,10.55
ITEM-973974,ORD-003701,SKU-02916,2,239.53,22.05,8.39
ITEM-524089,ORD-003702,SKU-00083,6,439.63,39.87,18.0
ITEM-000165,ORD-003702,SKU-01410,1,325.43,26.65,17.64
ITEM-038148,ORD-003702,SKU-00257,9,328.7,20.92,0.08
ITEM-418802,ORD-003702,SKU-00759,1,477.06,6.08,12.07
ITEM-873259,ORD-003703,SKU-02196,9,242.62,0.23,14.63
ITEM-042081,ORD-003703,SKU-02386,1,399.48,8.16,2.99
ITEM-428668,ORD-003703,SKU-02613,7,115.58,14.03,8.02
ITEM-355304,ORD-003703,SKU-00147,5,388.28,35.17,11.84
ITEM-843340,ORD-003704,SKU-00604,6,424.45,7.07,0.31
ITEM-065638,ORD-003704,SKU-00933,10,323.26,16.34,2.6
ITEM-495354,ORD-003704,SKU-01694,5,476.13,43.61,6.87
ITEM-159396,ORD-003705,SKU-01497,7,464.69,46.18,10.19
ITEM-900756,ORD-003705,SKU-00829,8,24.81,39.2,9.08
ITEM-320899,ORD-003706,SKU-01274,2,321.27,45.75,8.47
ITEM-122715,ORD-003706,SKU-01173,6,364.71,25.73,13.58
ITEM-542313,ORD-003706,SKU-02864,5,242.52,3.96,12.81
ITEM-678271,ORD-003706,SKU-02346,4,213.53,36.43,9.88
ITEM-393832,ORD-003707,SKU-02266,3,337.59,31.83,10.7
ITEM-803780,ORD-003707,SKU-00263,5,336.15,47.06,6.57
ITEM-030960,ORD-003707,SKU-00353,5,170.97,22.76,0.24
ITEM-902185,ORD-003708,SKU-00385,8,489.34,32.04,9.16
ITEM-992147,ORD-003709,SKU-00372,2,320.19,26.36,8.42
ITEM-081473,ORD-003709,SKU-00937,2,382.12,26.08,4.2
ITEM-355608,ORD-003709,SKU-01349,8,22.74,21.0,1.95
ITEM-090573,ORD-003709,SKU-02707,10,312.14,35.7,7.4
ITEM-601135,ORD-003709,SKU-01218,3,177.01,12.48,15.04
ITEM-248514,ORD-003710,SKU-01843,1,308.51,7.77,16.65
ITEM-406954,ORD-003710,SKU-01465,10,415.12,29.33,6.48
ITEM-691574,ORD-003710,SKU-01149,5,6.8,49.61,14.62
ITEM-332391,ORD-003711,SKU-02293,10,82.05,33.15,2.8
ITEM-120904,ORD-003711,SKU-02641,6,399.57,42.87,11.58
ITEM-675214,ORD-003711,SKU-02823,7,98.59,0.58,4.71
ITEM-730480,ORD-003711,SKU-02848,8,499.17,6.84,16.44
ITEM-118975,ORD-003711,SKU-02220,9,118.26,28.03,12.64
ITEM-255703,ORD-003712,SKU-01237,10,492.19,49.49,3.57
ITEM-407482,ORD-003712,SKU-00921,10,275.05,20.88,11.84
ITEM-386039,ORD-003712,SKU-01207,5,298.66,32.33,0.24
ITEM-905274,ORD-003713,SKU-01307,5,183.89,26.67,17.24
ITEM-163378,ORD-003713,SKU-00988,5,19.94,6.04,0.67
ITEM-526779,ORD-003713,SKU-02843,10,163.72,45.63,19.77
ITEM-945564,ORD-003714,SKU-00871,9,76.38,24.86,3.0
ITEM-166766,ORD-003714,SKU-01806,6,292.37,25.97,9.05
ITEM-549907,ORD-003714,SKU-00181,8,289.69,38.13,0.91
ITEM-127838,ORD-003715,SKU-02839,4,58.94,21.85,16.26
ITEM-609428,ORD-003715,SKU-02560,4,105.66,31.35,7.53
ITEM-706763,ORD-003715,SKU-00888,5,182.24,24.27,4.48
ITEM-685564,ORD-003716,SKU-01537,3,264.94,37.46,10.05
ITEM-937473,ORD-003716,SKU-02647,10,274.69,5.29,12.8
ITEM-510705,ORD-003717,SKU-01479,9,361.04,11.17,10.63
ITEM-428500,ORD-003717,SKU-02236,9,19.72,2.42,9.17
ITEM-328274,ORD-003717,SKU-00395,2,170.0,14.67,16.31
ITEM-776685,ORD-003718,SKU-01801,2,405.77,0.93,0.77
ITEM-795547,ORD-003718,SKU-00813,1,450.34,12.27,13.19
ITEM-899194,ORD-003718,SKU-02700,8,165.67,4.9,12.7
ITEM-555676,ORD-003718,SKU-01609,4,68.79,31.22,15.96
ITEM-577421,ORD-003718,SKU-02017,9,495.0,44.79,8.48
ITEM-752523,ORD-003719,SKU-02758,1,448.61,30.38,6.06
ITEM-676737,ORD-003720,SKU-01470,9,95.9,25.2,5.91
ITEM-423361,ORD-003720,SKU-02577,2,235.46,48.23,3.35
ITEM-897654,ORD-003720,SKU-01924,1,46.32,28.49,4.19
ITEM-518746,ORD-003721,SKU-00513,2,244.82,6.55,10.83
ITEM-422342,ORD-003721,SKU-00009,7,305.48,21.12,10.78
ITEM-529914,ORD-003721,SKU-01120,5,275.03,29.29,12.2
ITEM-091235,ORD-003721,SKU-01851,4,102.86,6.69,0.58
ITEM-891797,ORD-003721,SKU-00720,5,490.01,27.68,9.27
ITEM-918260,ORD-003722,SKU-01870,5,112.36,41.87,13.57
ITEM-403270,ORD-003722,SKU-02338,4,428.88,39.01,10.05
ITEM-779558,ORD-003723,SKU-01088,4,446.42,38.3,2.74
ITEM-054755,ORD-003723,SKU-01355,1,85.61,2.77,11.67
ITEM-005425,ORD-003723,SKU-01446,1,281.82,10.54,17.07
ITEM-734221,ORD-003723,SKU-01168,6,33.14,42.78,9.04
ITEM-391160,ORD-003724,SKU-00051,10,93.93,44.01,7.68
ITEM-816103,ORD-003724,SKU-02328,3,174.77,45.78,14.46
ITEM-446575,ORD-003725,SKU-00279,8,188.9,18.33,5.11
ITEM-548554,ORD-003725,SKU-02229,3,443.16,8.89,13.74
ITEM-033554,ORD-003726,SKU-00226,3,38.57,10.88,15.01
ITEM-092200,ORD-003726,SKU-00886,10,291.39,39.21,4.17
ITEM-976418,ORD-003726,SKU-00887,10,342.12,35.71,16.62
ITEM-293736,ORD-003726,SKU-02776,5,167.49,46.49,19.03
ITEM-489821,ORD-003727,SKU-01723,1,482.64,41.89,16.26
ITEM-439314,ORD-003727,SKU-01759,1,472.94,46.44,8.07
ITEM-680068,ORD-003728,SKU-02742,3,382.12,45.65,0.75
ITEM-512928,ORD-003728,SKU-00422,4,469.44,18.53,11.45
ITEM-163551,ORD-003728,SKU-02950,4,454.64,4.4,10.94
ITEM-524665,ORD-003729,SKU-01296,2,48.9,36.98,14.7
ITEM-914838,ORD-003729,SKU-00012,6,138.09,9.98,1.5
ITEM-105986,ORD-003729,SKU-02683,3,191.68,7.01,15.56
ITEM-283761,ORD-003729,SKU-02101,10,446.14,14.04,8.03
ITEM-518230,ORD-003729,SKU-01252,7,359.39,17.11,7.26
ITEM-688765,ORD-003730,SKU-00259,10,137.04,12.73,6.72
ITEM-525633,ORD-003730,SKU-00577,6,334.41,47.32,7.29
ITEM-787306,ORD-003730,SKU-00258,2,183.38,39.67,18.36
ITEM-724719,ORD-003731,SKU-01531,1,344.89,21.15,19.13
ITEM-388956,ORD-003731,SKU-00883,5,422.49,17.05,13.09
ITEM-158009,ORD-003731,SKU-02053,9,16.49,11.41,3.06
ITEM-003000,ORD-003731,SKU-00697,10,242.57,37.02,14.92
ITEM-812435,ORD-003732,SKU-02298,1,408.04,22.8,8.48
ITEM-863781,ORD-003732,SKU-02607,9,227.57,41.02,18.57
ITEM-795459,ORD-003732,SKU-01412,3,22.76,25.98,12.11
ITEM-906472,ORD-003733,SKU-00369,2,30.64,44.13,8.94
ITEM-453931,ORD-003733,SKU-00821,1,85.95,25.91,18.9
ITEM-445250,ORD-003733,SKU-02947,6,125.64,49.6,13.18
ITEM-080352,ORD-003733,SKU-02254,10,414.49,17.71,16.94
ITEM-649187,ORD-003734,SKU-00438,8,83.33,13.28,8.0
ITEM-561895,ORD-003734,SKU-00675,4,280.5,39.55,6.9
ITEM-701952,ORD-003734,SKU-01413,2,19.44,33.45,11.68
ITEM-937204,ORD-003734,SKU-01034,7,214.39,11.8,10.12
ITEM-986713,ORD-003735,SKU-00027,5,273.77,0.2,1.84
ITEM-766312,ORD-003735,SKU-01985,3,424.93,34.81,8.61
ITEM-043013,ORD-003735,SKU-00329,2,49.1,21.76,18.31
ITEM-435637,ORD-003735,SKU-00965,2,487.33,39.86,0.53
ITEM-950815,ORD-003735,SKU-02088,5,274.61,17.05,14.05
ITEM-903123,ORD-003736,SKU-02469,4,417.56,25.89,17.62
ITEM-262187,ORD-003736,SKU-00080,2,399.31,24.56,7.72
ITEM-289776,ORD-003737,SKU-02246,5,218.46,41.42,12.3
ITEM-028579,ORD-003737,SKU-00468,5,163.43,45.97,18.59
ITEM-688033,ORD-003737,SKU-00420,8,333.45,36.96,5.47
ITEM-706291,ORD-003737,SKU-00404,2,99.01,42.76,17.55
ITEM-951646,ORD-003738,SKU-02311,4,41.02,0.14,8.21
ITEM-505280,ORD-003739,SKU-00925,6,352.66,33.23,12.37
ITEM-128718,ORD-003740,SKU-01960,8,223.64,43.16,8.58
ITEM-302980,ORD-003740,SKU-00242,2,404.58,48.6,6.41
ITEM-358798,ORD-003740,SKU-00803,5,182.97,22.74,15.03
ITEM-145990,ORD-003740,SKU-02188,1,253.43,29.84,18.66
ITEM-162370,ORD-003741,SKU-01314,10,177.19,40.81,2.14
ITEM-756349,ORD-003741,SKU-02192,10,472.36,28.1,17.01
ITEM-702425,ORD-003741,SKU-01294,1,57.41,27.68,2.5
ITEM-706280,ORD-003741,SKU-00189,3,251.11,37.5,4.78
ITEM-750221,ORD-003742,SKU-01661,6,493.89,23.81,1.35
ITEM-659977,ORD-003742,SKU-00177,6,488.73,40.71,3.46
ITEM-716402,ORD-003742,SKU-02044,6,158.7,9.82,6.49
ITEM-505608,ORD-003743,SKU-02276,1,63.91,8.6,16.35
ITEM-011497,ORD-003743,SKU-02008,5,269.06,28.3,12.42
ITEM-353265,ORD-003743,SKU-02107,9,97.95,24.24,11.04
ITEM-278594,ORD-003743,SKU-01834,10,60.51,47.06,13.68
ITEM-338509,ORD-003744,SKU-02340,2,145.25,12.94,0.34
ITEM-825444,ORD-003744,SKU-00928,3,356.75,6.17,5.26
ITEM-534757,ORD-003744,SKU-02633,10,492.1,38.14,16.46
ITEM-512281,ORD-003744,SKU-01084,3,450.55,16.41,11.29
ITEM-823490,ORD-003745,SKU-02464,7,163.59,16.54,13.59
ITEM-157938,ORD-003745,SKU-01976,4,232.1,9.22,5.16
ITEM-457281,ORD-003745,SKU-02080,10,104.16,34.75,3.36
ITEM-549277,ORD-003746,SKU-01312,1,148.38,29.35,1.18
ITEM-020830,ORD-003747,SKU-01617,8,11.47,26.27,9.89
ITEM-418102,ORD-003747,SKU-00518,5,20.28,49.95,11.19
ITEM-989645,ORD-003747,SKU-00884,1,20.31,28.9,9.38
ITEM-242507,ORD-003747,SKU-02133,6,80.83,44.65,16.81
ITEM-517959,ORD-003748,SKU-00102,3,358.03,20.01,9.93
ITEM-070152,ORD-003748,SKU-02219,3,179.51,45.22,1.51
ITEM-377424,ORD-003748,SKU-01854,8,119.93,6.15,9.6
ITEM-832107,ORD-003749,SKU-01663,4,306.38,26.95,7.65
ITEM-623398,ORD-003749,SKU-00176,4,199.35,40.63,10.53
ITEM-251433,ORD-003750,SKU-02515,7,270.18,7.99,11.7
ITEM-686745,ORD-003750,SKU-00771,4,208.8,3.7,6.72
ITEM-113199,ORD-003750,SKU-01950,9,474.32,10.38,1.02
ITEM-029550,ORD-003751,SKU-02577,6,192.57,12.57,6.43
ITEM-623367,ORD-003751,SKU-01656,9,291.91,34.33,16.92
ITEM-155939,ORD-003752,SKU-02690,9,229.44,45.26,10.72
ITEM-218956,ORD-003752,SKU-02801,4,498.41,4.86,10.92
ITEM-870425,ORD-003752,SKU-02684,4,337.15,0.91,14.99
ITEM-950536,ORD-003752,SKU-00356,6,354.64,11.98,12.74
ITEM-162044,ORD-003752,SKU-00027,9,477.84,35.1,18.35
ITEM-736879,ORD-003753,SKU-00757,3,254.17,29.48,9.45
ITEM-091188,ORD-003753,SKU-00263,1,298.75,41.23,1.17
ITEM-308800,ORD-003753,SKU-02133,2,206.18,3.18,5.0
ITEM-180955,ORD-003753,SKU-02282,9,344.83,36.82,7.39
ITEM-108142,ORD-003754,SKU-01527,9,375.82,30.24,15.19
ITEM-113290,ORD-003755,SKU-02332,7,177.44,32.21,13.06
ITEM-893633,ORD-003755,SKU-02884,1,86.97,41.78,17.99
ITEM-441297,ORD-003755,SKU-02517,9,27.96,10.21,12.85
ITEM-464714,ORD-003755,SKU-02949,4,283.68,36.62,11.3
ITEM-455626,ORD-003756,SKU-01575,3,289.97,28.87,4.07
ITEM-982943,ORD-003756,SKU-01155,2,419.39,27.26,4.18
ITEM-615095,ORD-003756,SKU-02800,2,330.08,17.24,16.06
ITEM-509137,ORD-003756,SKU-00875,6,27.87,26.66,2.61
ITEM-883246,ORD-003757,SKU-02932,5,249.48,33.77,15.49
ITEM-099760,ORD-003758,SKU-02429,3,135.31,33.64,16.97
