supplier_id,supplier_name,country,contact_email,rating,lead_time_days
SUP-3985,Supplier 3985,DE,supplier3985@example.com,3.82,40
SUP-3986,Supplier 3986,US,supplier3986@example.com,1.21,57
SUP-3987,Supplier 3987,DE,supplier3987@example.com,2.13,54
SUP-3988,Supplier 3988,DE,supplier3988@example.com,4.8,59
SUP-3989,Supplier 3989,MX,supplier3989@example.com,4.04,41
SUP-3990,Supplier 3990,IN,supplier3990@example.com,1.22,13
SUP-3991,Supplier 3991,CN,supplier3991@example.com,3.16,26
SUP-3992,Supplier 3992,CN,supplier3992@example.com,3.59,42
SUP-3993,Supplier 3993,CN,supplier3993@example.com,4.89,56
SUP-3994,Supplier 3994,DE,supplier3994@example.com,3.87,45
SUP-3995,Supplier 3995,CN,supplier3995@example.com,3.55,59
SUP-3996,Supplier 3996,MX,supplier3996@example.com,4.63,37
SUP-3997,Supplier 3997,DE,supplier3997@example.com,3.64,30
SUP-3998,Supplier 3998,US,supplier3998@example.com,4.73,47
SUP-3999,Supplier 3999,US,supplier3999@example.com,2.97,20
SUP-4000,Supplier 4000,DE,supplier4000@example.com,3.87,7
SUP-4001,Supplier 4001,IN,supplier4001@example.com,3.53,54
SUP-4002,Supplier 4002,IN,supplier4002@example.com,3.21,44
SUP-4003,Supplier 4003,US,supplier4003@example.com,2.3,20
SUP-4004,Supplier 4004,CN,supplier4004@example.com,4.62,16
SUP-4005,Supplier 4005,MX,supplier4005@example.com,2.08,2
SUP-4006,Supplier 4006,DE,supplier4006@example.com,1.64,10
SUP-4007,Supplier 4007,MX,supplier4007@example.com,3.85,41
SUP-4008,Supplier 4008,MX,supplier4008@example.com,3.19,52
SUP-4009,Supplier 4009,MX,supplier4009@example.com,2.05,35
SUP-4010,Supplier 4010,DE,supplier4010@example.com,4.48,43
SUP-4011,Supplier 4011,CN,supplier4011@example.com,2.14,28
SUP-4012,Supplier 4012,DE,supplier4012@example.com,1.26,10
SUP-4013,Supplier 4013,US,supplier4013@example.com,1.06,13
SUP-4014,Supplier 4014,CN,supplier4014@example.com,4.69,22
SUP-4015,Supplier 4015,US,supplier4015@example.com,2.61,34
SUP-4016,Supplier 4016,MX,supplier4016@example.com,1.85,16
SUP-4017,Supplier 4017,CN,supplier4017@example.com,3.27,8
SUP-4018,Supplier 4018,MX,supplier4018@example.com,2.95,57
SUP-4019,Supplier 4019,US,supplier4019@example.com,5.0,20
SUP-4020,Supplier 4020,DE,supplier4020@example.com,4.55,10
SUP-4021,Supplier 4021,CN,supplier4021@example.com,2.08,55
SUP-4022,Supplier 4022,MX,supplier4022@example.com,3.79,29
SUP-4023,Supplier 4023,IN,supplier4023@example.com,2.55,49
SUP-4024,Supplier 4024,MX,supplier4024@example.com,2.46,50
SUP-4025,Supplier 4025,US,supplier4025@example.com,2.47,52
SUP-4026,Supplier 4026,US,supplier4026@example.com,3.56,53
SUP-4027,Supplier 4027,DE,supplier4027@example.com,3.15,42
SUP-4028,Supplier 4028,CN,supplier4028@example.com,4.02,30
SUP-4029,Supplier 4029,IN,supplier4029@example.com,1.61,24
SUP-4030,Supplier 4030,US,supplier4030@example.com,2.7,2
SUP-4031,Supplier 4031,CN,supplier4031@example.com,4.44,34
SUP-4032,Supplier 4032,IN,supplier4032@example.com,1.01,42
SUP-4033,Supplier 4033,DE,supplier4033@example.com,3.49,21
SUP-4034,Supplier 4034,CN,supplier4034@example.com,4.14,34
SUP-4035,Supplier 4035,MX,supplier4035@example.com,2.54,32
SUP-4036,Supplier 4036,IN,supplier4036@example.com,4.53,30
SUP-4037,Supplier 4037,MX,supplier4037@example.com,3.94,14
SUP-4038,Supplier 4038,MX,supplier4038@example.com,3.42,19
SUP-4039,Supplier 4039,IN,supplier4039@example.com,1.79,30
SUP-4040,Supplier 4040,MX,supplier4040@example.com,3.68,58
SUP-4041,Supplier 4041,IN,supplier4041@example.com,4.34,41
SUP-4042,Supplier 4042,MX,supplier4042@example.com,3.92,27
SUP-4043,Supplier 4043,DE,supplier4043@example.com,3.3,16
SUP-4044,Supplier 4044,DE,supplier4044@example.com,3.86,25
SUP-4045,Supplier 4045,CN,supplier4045@example.com,4.91,54
SUP-4046,Supplier 4046,MX,supplier4046@example.com,1.04,25
SUP-4047,Supplier 4047,DE,supplier4047@example.com,3.66,24
SUP-4048,Supplier 4048,DE,supplier4048@example.com,4.17,3
SUP-4049,Supplier 4049,DE,supplier4049@example.com,3.56,24
SUP-4050,Supplier 4050,US,supplier4050@example.com,2.09,11
SUP-4051,Supplier 4051,MX,supplier4051@example.com,4.29,32
SUP-4052,Supplier 4052,CN,supplier4052@example.com,4.65,23
SUP-4053,Supplier 4053,DE,supplier4053@example.com,3.73,12
SUP-4054,Supplier 4054,IN,supplier4054@example.com,3.04,57
SUP-4055,Supplier 4055,US,supplier4055@example.com,2.47,39
SUP-4056,Supplier 4056,MX,supplier4056@example.com,2.32,21
SUP-4057,Supplier 4057,CN,supplier4057@example.com,3.89,37
SUP-4058,Supplier 4058,DE,supplier4058@example.com,3.43,52
SUP-4059,Supplier 4059,IN,supplier4059@example.com,1.63,34
SUP-4060,Supplier 4060,US,supplier4060@example.com,1.56,21
SUP-4061,Supplier 4061,IN,supplier4061@example.com,1.28,26
SUP-4062,Supplier 4062,IN,supplier4062@example.com,3.73,36
SUP-4063,Supplier 4063,US,supplier4063@example.com,2.26,49
SUP-4064,Supplier 4064,IN,supplier4064@example.com,1.08,50
SUP-4065,Supplier 4065,DE,supplier4065@example.com,2.35,59
SUP-4066,Supplier 4066,US,supplier4066@example.com,4.33,34
SUP-4067,Supplier 4067,MX,supplier4067@example.com,1.99,9
SUP-4068,Supplier 4068,US,supplier4068@example.com,3.53,18
SUP-4069,Supplier 4069,CN,supplier4069@example.com,2.76,44
SUP-4070,Supplier 4070,DE,supplier4070@example.com,3.2,42
SUP-4071,Supplier 4071,MX,supplier4071@example.com,3.38,39
SUP-4072,Supplier 4072,DE,supplier4072@example.com,2.82,30
SUP-4073,Supplier 4073,DE,supplier4073@example.com,1.23,3
SUP-4074,Supplier 4074,US,supplier4074@example.com,3.27,50
SUP-4075,Supplier 4075,MX,supplier4075@example.com,2.59,56
SUP-4076,Supplier 4076,US,supplier4076@example.com,1.8,2
SUP-4077,Supplier 4077,CN,supplier4077@example.com,4.59,57
SUP-4078,Supplier 4078,CN,supplier4078@example.com,3.94,3
SUP-4079,Supplier 4079,CN,supplier4079@example.com,2.14,15
SUP-4080,Supplier 4080,US,supplier4080@example.com,3.16,41
SUP-4081,Supplier 4081,US,supplier4081@example.com,4.85,3
SUP-4082,Supplier 4082,CN,supplier4082@example.com,1.98,57
SUP-4083,Supplier 4083,US,supplier4083@example.com,4.79,38
SUP-4084,Supplier 4084,IN,supplier4084@example.com,3.73,43
SUP-4085,Supplier 4085,IN,supplier4085@example.com,3.16,34
SUP-4086,Supplier 4086,IN,supplier4086@example.com,4.93,17
SUP-4087,Supplier 4087,DE,supplier4087@example.com,2.33,3
SUP-4088,Supplier 4088,MX,supplier4088@example.com,2.11,7
SUP-4089,Supplier 4089,MX,supplier4089@example.com,2.36,31
SUP-4090,Supplier 4090,MX,supplier4090@example.com,4.0,10
SUP-4091,Supplier 4091,CN,supplier4091@example.com,2.35,51
SUP-4092,Supplier 4092,IN,supplier4092@example.com,1.41,35
SUP-4093,Supplier 4093,IN,supplier4093@example.com,3.58,28
SUP-4094,Supplier 4094,US,supplier4094@example.com,1.89,55
SUP-4095,Supplier 4095,DE,supplier4095@example.com,1.02,55
SUP-4096,Supplier 4096,DE,supplier4096@example.com,1.8,20
SUP-4097,Supplier 4097,IN,supplier4097@example.com,4.28,1
SUP-4098,Supplier 4098,US,supplier4098@example.com,4.76,42
SUP-4099,Supplier 4099,IN,supplier4099@example.com,3.65,13
SUP-4100,Supplier 4100,CN,supplier4100@example.com,2.24,8
SUP-4101,Supplier 4101,CN,supplier4101@example.com,2.75,24
SUP-4102,Supplier 4102,MX,supplier4102@example.com,1.78,22
SUP-4103,Supplier 4103,MX,supplier4103@example.com,4.52,27
SUP-4104,Supplier 4104,IN,supplier4104@example.com,3.66,47
SUP-4105,Supplier 4105,MX,supplier4105@example.com,1.34,33
SUP-4106,Supplier 4106,IN,supplier4106@example.com,2.47,26
SUP-4107,Supplier 4107,DE,supplier4107@example.com,3.15,44
SUP-4108,Supplier 4108,CN,supplier4108@example.com,4.19,3
SUP-4109,Supplier 4109,US,supplier4109@example.com,4.68,30
SUP-4110,Supplier 4110,US,supplier4110@example.com,1.53,38
SUP-4111,Supplier 4111,DE,supplier4111@example.com,4.34,10
SUP-4112,Supplier 4112,IN,supplier4112@example.com,1.26,6
SUP-4113,Supplier 4113,CN,supplier4113@example.com,1.96,17
SUP-4114,Supplier 4114,IN,supplier4114@example.com,1.08,59
SUP-4115,Supplier 4115,IN,supplier4115@example.com,1.26,7
SUP-4116,Supplier 4116,DE,supplier4116@example.com,1.13,59
SUP-4117,Supplier 4117,DE,supplier4117@example.com,1.58,14
SUP-4118,Supplier 4118,MX,supplier4118@example.com,4.51,34
SUP-4119,Supplier 4119,DE,supplier4119@example.com,2.14,56
SUP-4120,Supplier 4120,MX,supplier4120@example.com,2.92,46
SUP-4121,Supplier 4121,US,supplier4121@example.com,2.95,6
SUP-4122,Supplier 4122,MX,supplier4122@example.com,4.98,33
SUP-4123,Supplier 4123,MX,supplier4123@example.com,2.46,18
SUP-4124,Supplier 4124,US,supplier4124@example.com,2.06,6
SUP-4125,Supplier 4125,CN,supplier4125@example.com,4.85,18
SUP-4126,Supplier 4126,IN,supplier4126@example.com,3.37,30
SUP-4127,Supplier 4127,IN,supplier4127@example.com,2.16,4
SUP-4128,Supplier 4128,DE,supplier4128@example.com,2.15,25
SUP-4129,Supplier 4129,DE,supplier4129@example.com,1.35,46
SUP-4130,Supplier 4130,CN,supplier4130@example.com,3.23,3
SUP-4131,Supplier 4131,DE,supplier4131@example.com,3.89,46
SUP-4132,Supplier 4132,IN,supplier4132@example.com,2.9,5
SUP-4133,Supplier 4133,MX,supplier4133@example.com,4.54,46
SUP-4134,Supplier 4134,MX,supplier4134@example.com,2.94,51
SUP-4135,Supplier 4135,DE,supplier4135@example.com,2.39,40
SUP-4136,Supplier 4136,IN,supplier4136@example.com,2.0,58
SUP-4137,Supplier 4137,US,supplier4137@example.com,1.97,5
SUP-4138,Supplier 4138,US,supplier4138@example.com,2.27,10
SUP-4139,Supplier 4139,MX,supplier4139@example.com,4.97,45
SUP-4140,Supplier 4140,IN,supplier4140@example.com,2.44,38
SUP-4141,Supplier 4141,MX,supplier4141@example.com,3.1,54
SUP-4142,Supplier 4142,IN,supplier4142@example.com,2.1,20
SUP-4143,Supplier 4143,US,supplier4143@example.com,1.57,42
SUP-4144,Supplier 4144,DE,supplier4144@example.com,3.58,13
SUP-4145,Supplier 4145,CN,supplier4145@example.com,3.18,59
SUP-4146,Supplier 4146,DE,supplier4146@example.com,1.27,52
SUP-4147,Supplier 4147,IN,supplier4147@example.com,4.53,42
SUP-4148,Supplier 4148,MX,supplier4148@example.com,3.03,1
SUP-4149,Supplier 4149,MX,supplier4149@example.com,2.34,54
SUP-4150,Supplier 4150,US,supplier4150@example.com,4.12,30
SUP-4151,Supplier 4151,US,supplier4151@example.com,1.45,36
SUP-4152,Supplier 4152,DE,supplier4152@example.com,2.9,45
SUP-4153,Supplier 4153,DE,supplier4153@example.com,3.2,38
SUP-4154,Supplier 4154,CN,supplier4154@example.com,4.1,8
SUP-4155,Supplier 4155,IN,supplier4155@example.com,2.48,9
SUP-4156,Supplier 4156,DE,supplier4156@example.com,4.42,41
SUP-4157,Supplier 4157,DE,supplier4157@example.com,3.79,46
SUP-4158,Supplier 4158,US,supplier4158@example.com,4.08,33
SUP-4159,Supplier 4159,IN,supplier4159@example.com,4.88,37
SUP-4160,Supplier 4160,US,supplier4160@example.com,4.38,55
SUP-4161,Supplier 4161,CN,supplier4161@example.com,2.39,49
SUP-4162,Supplier 4162,DE,supplier4162@example.com,3.58,6
SUP-4163,Supplier 4163,DE,supplier4163@example.com,4.47,17
SUP-4164,Supplier 4164,DE,supplier4164@example.com,3.1,54
SUP-4165,Supplier 4165,MX,supplier4165@example.com,3.73,23
SUP-4166,Supplier 4166,IN,supplier4166@example.com,1.69,37
SUP-4167,Supplier 4167,US,supplier4167@example.com,4.26,2
SUP-4168,Supplier 4168,US,supplier4168@example.com,4.03,18
SUP-4169,Supplier 4169,US,supplier4169@example.com,4.56,38
SUP-4170,Supplier 4170,CN,supplier4170@example.com,3.84,28
SUP-4171,Supplier 4171,MX,supplier4171@example.com,4.51,14
SUP-4172,Supplier 4172,CN,supplier4172@example.com,1.65,22
SUP-4173,Supplier 4173,IN,supplier4173@example.com,4.25,1
SUP-4174,Supplier 4174,US,supplier4174@example.com,4.81,43
SUP-4175,Supplier 4175,US,supplier4175@example.com,4.26,42
SUP-4176,Supplier 4176,US,supplier4176@example.com,3.46,47
SUP-4177,Supplier 4177,DE,supplier4177@example.com,4.71,41
SUP-4178,Supplier 4178,DE,supplier4178@example.com,1.38,39
SUP-4179,Supplier 4179,US,supplier4179@example.com,1.07,44
SUP-4180,Supplier 4180,US,supplier4180@example.com,4.86,8
SUP-4181,Supplier 4181,DE,supplier4181@example.com,3.73,27
SUP-4182,Supplier 4182,CN,supplier4182@example.com,1.46,10
SUP-4183,Supplier 4183,MX,supplier4183@example.com,2.36,34
SUP-4184,Supplier 4184,CN,supplier4184@example.com,4.0,54
SUP-4185,Supplier 4185,MX,supplier4185@example.com,4.0,46
SUP-4186,Supplier 4186,DE,supplier4186@example.com,1.68,41
SUP-4187,Supplier 4187,US,supplier4187@example.com,2.88,33
SUP-4188,Supplier 4188,US,supplier4188@example.com,4.23,48
SUP-4189,Supplier 4189,US,supplier4189@example.com,4.87,59
SUP-4190,Supplier 4190,CN,supplier4190@example.com,3.49,37
SUP-4191,Supplier 4191,US,supplier4191@example.com,3.55,8
SUP-4192,Supplier 4192,MX,supplier4192@example.com,2.88,30
SUP-4193,Supplier 4193,US,supplier4193@example.com,3.16,20
SUP-4194,Supplier 4194,DE,supplier4194@example.com,1.4,1
SUP-4195,Supplier 4195,US,supplier4195@example.com,2.4,55
SUP-4196,Supplier 4196,CN,supplier4196@example.com,3.03,49
SUP-4197,Supplier 4197,CN,supplier4197@example.com,2.1,7
SUP-4198,Supplier 4198,DE,supplier4198@example.com,2.44,58
SUP-4199,Supplier 4199,IN,supplier4199@example.com,4.88,11
SUP-4200,Supplier 4200,CN,supplier4200@example.com,1.02,39
SUP-4201,Supplier 4201,IN,supplier4201@example.com,2.21,7
SUP-4202,Supplier 4202,DE,supplier4202@example.com,3.34,53
SUP-4203,Supplier 4203,US,supplier4203@example.com,2.12,36
SUP-4204,Supplier 4204,IN,supplier4204@example.com,3.71,20
SUP-4205,Supplier 4205,DE,supplier4205@example.com,2.2,33
SUP-4206,Supplier 4206,IN,supplier4206@example.com,3.55,47
SUP-4207,Supplier 4207,IN,supplier4207@example.com,4.4,59
SUP-4208,Supplier 4208,US,supplier4208@example.com,3.63,34
SUP-4209,Supplier 4209,CN,supplier4209@example.com,1.2,23
SUP-4210,Supplier 4210,IN,supplier4210@example.com,4.18,56
SUP-4211,Supplier 4211,MX,supplier4211@example.com,1.85,24
SUP-4212,Supplier 4212,US,supplier4212@example.com,3.54,9
SUP-4213,Supplier 4213,MX,supplier4213@example.com,3.59,23
SUP-4214,Supplier 4214,US,supplier4214@example.com,4.21,46
SUP-4215,Supplier 4215,US,supplier4215@example.com,3.02,48
SUP-4216,Supplier 4216,CN,supplier4216@example.com,2.5,17
SUP-4217,Supplier 4217,MX,supplier4217@example.com,3.07,56
SUP-4218,Supplier 4218,IN,supplier4218@example.com,3.18,39
SUP-4219,Supplier 4219,US,supplier4219@example.com,4.29,34
SUP-4220,Supplier 4220,MX,supplier4220@example.com,1.82,6
SUP-4221,Supplier 4221,MX,supplier4221@example.com,4.39,3
SUP-4222,Supplier 4222,CN,supplier4222@example.com,2.46,53
SUP-4223,Supplier 4223,MX,supplier4223@example.com,3.98,38
SUP-4224,Supplier 4224,IN,supplier4224@example.com,2.34,38
SUP-4225,Supplier 4225,MX,supplier4225@example.com,3.84,8
SUP-4226,Supplier 4226,CN,supplier4226@example.com,4.2,40
SUP-4227,Supplier 4227,US,supplier4227@example.com,3.23,9
SUP-4228,Supplier 4228,MX,supplier4228@example.com,3.48,15
SUP-4229,Supplier 4229,MX,supplier4229@example.com,3.83,30
SUP-4230,Supplier 4230,DE,supplier4230@example.com,3.75,49
SUP-4231,Supplier 4231,IN,supplier4231@example.com,3.91,4
SUP-4232,Supplier 4232,IN,supplier4232@example.com,4.4,29
SUP-4233,Supplier 4233,IN,supplier4233@example.com,1.88,58
SUP-4234,Supplier 4234,MX,supplier4234@example.com,1.86,33
SUP-4235,Supplier 4235,IN,supplier4235@example.com,4.88,6
SUP-4236,Supplier 4236,IN,supplier4236@example.com,4.41,29
SUP-4237,Supplier 4237,DE,supplier4237@example.com,3.37,19
SUP-4238,Supplier 4238,CN,supplier4238@example.com,1.03,37
SUP-4239,Supplier 4239,CN,supplier4239@example.com,4.42,27
SUP-4240,Supplier 4240,US,supplier4240@example.com,4.01,11
SUP-4241,Supplier 4241,DE,supplier4241@example.com,4.83,42
SUP-4242,Supplier 4242,MX,supplier4242@example.com,1.05,9
SUP-4243,Supplier 4243,US,supplier4243@example.com,1.11,16
SUP-4244,Supplier 4244,IN,supplier4244@example.com,3.07,51
SUP-4245,Supplier 4245,US,supplier4245@example.com,4.42,18
SUP-4246,Supplier 4246,CN,supplier4246@example.com,4.97,56
SUP-4247,Supplier 4247,US,supplier4247@example.com,2.28,13
SUP-4248,Supplier 4248,US,supplier4248@example.com,1.15,7
SUP-4249,Supplier 4249,DE,supplier4249@example.com,1.78,17
SUP-4250,Supplier 4250,IN,supplier4250@example.com,4.51,9
SUP-4251,Supplier 4251,MX,supplier4251@example.com,2.87,32
SUP-4252,Supplier 4252,MX,supplier4252@example.com,4.41,26
SUP-4253,Supplier 4253,DE,supplier4253@example.com,2.78,42
SUP-4254,Supplier 4254,DE,supplier4254@example.com,1.21,52
SUP-4255,Supplier 4255,MX,supplier4255@example.com,3.47,22
SUP-4256,Supplier 4256,US,supplier4256@example.com,2.74,45
SUP-4257,Supplier 4257,IN,supplier4257@example.com,2.97,28
SUP-4258,Supplier 4258,MX,supplier4258@example.com,4.8,55
SUP-4259,Supplier 4259,US,supplier4259@example.com,2.83,56
SUP-4260,Supplier 4260,US,supplier4260@example.com,4.19,16
SUP-4261,Supplier 4261,CN,supplier4261@example.com,1.24,36
SUP-4262,Supplier 4262,DE,supplier4262@example.com,2.92,25
SUP-4263,Supplier 4263,MX,supplier4263@example.com,3.35,28
SUP-4264,Supplier 4264,MX,supplier4264@example.com,1.45,29
SUP-4265,Supplier 4265,IN,supplier4265@example.com,2.21,42
SUP-4266,Supplier 4266,MX,supplier4266@example.com,3.96,1
SUP-4267,Supplier 4267,US,supplier4267@example.com,1.74,31
SUP-4268,Supplier 4268,US,supplier4268@example.com,1.51,30
SUP-4269,Supplier 4269,IN,supplier4269@example.com,2.2,40
SUP-4270,Supplier 4270,US,supplier4270@example.com,4.44,25
SUP-4271,Supplier 4271,US,supplier4271@example.com,4.05,52
SUP-4272,Supplier 4272,MX,supplier4272@example.com,4.11,53
SUP-4273,Supplier 4273,DE,supplier4273@example.com,2.29,18
SUP-4274,Supplier 4274,MX,supplier4274@example.com,1.4,37
SUP-4275,Supplier 4275,CN,supplier4275@example.com,1.13,43
SUP-4276,Supplier 4276,IN,supplier4276@example.com,3.34,51
SUP-4277,Supplier 4277,US,supplier4277@example.com,3.81,9
SUP-4278,Supplier 4278,MX,supplier4278@example.com,2.51,15
SUP-4279,Supplier 4279,MX,supplier4279@example.com,3.12,29
SUP-4280,Supplier 4280,US,supplier4280@example.com,2.12,37
SUP-4281,Supplier 4281,IN,supplier4281@example.com,2.46,5
SUP-4282,Supplier 4282,MX,supplier4282@example.com,3.92,55
SUP-4283,Supplier 4283,DE,supplier4283@example.com,3.87,44
SUP-4284,Supplier 4284,US,supplier4284@example.com,1.11,9
SUP-4285,Supplier 4285,IN,supplier4285@example.com,4.78,37
SUP-4286,Supplier 4286,CN,supplier4286@example.com,2.08,10
SUP-4287,Supplier 4287,US,supplier4287@example.com,4.63,25
SUP-4288,Supplier 4288,CN,supplier4288@example.com,3.05,55
SUP-4289,Supplier 4289,US,supplier4289@example.com,3.0,38
SUP-4290,Supplier 4290,MX,supplier4290@example.com,2.8,10
SUP-4291,Supplier 4291,IN,supplier4291@example.com,4.69,38
SUP-4292,Supplier 4292,DE,supplier4292@example.com,1.83,20
SUP-4293,Supplier 4293,CN,supplier4293@example.com,3.45,42
SUP-4294,Supplier 4294,CN,supplier4294@example.com,2.27,9
SUP-4295,Supplier 4295,US,supplier4295@example.com,4.66,57
SUP-4296,Supplier 4296,CN,supplier4296@example.com,1.68,3
SUP-4297,Supplier 4297,US,supplier4297@example.com,3.7,43
SUP-4298,Supplier 4298,US,supplier4298@example.com,2.69,11
SUP-4299,Supplier 4299,CN,supplier4299@example.com,3.64,4
SUP-4300,Supplier 4300,CN,supplier4300@example.com,1.63,49
SUP-4301,Supplier 4301,MX,supplier4301@example.com,2.57,28
SUP-4302,Supplier 4302,MX,supplier4302@example.com,1.43,41
SUP-4303,Supplier 4303,MX,supplier4303@example.com,4.88,38
SUP-4304,Supplier 4304,IN,supplier4304@example.com,1.86,11
SUP-4305,Supplier 4305,DE,supplier4305@example.com,4.97,51
SUP-4306,Supplier 4306,MX,supplier4306@example.com,2.67,32
SUP-4307,Supplier 4307,MX,supplier4307@example.com,1.29,18
SUP-4308,Supplier 4308,US,supplier4308@example.com,1.07,40
SUP-4309,Supplier 4309,DE,supplier4309@example.com,3.4,54
SUP-4310,Supplier 4310,CN,supplier4310@example.com,3.46,46
SUP-4311,Supplier 4311,IN,supplier4311@example.com,3.1,19
SUP-4312,Supplier 4312,CN,supplier4312@example.com,1.27,16
SUP-4313,Supplier 4313,US,supplier4313@example.com,2.33,3
SUP-4314,Supplier 4314,IN,supplier4314@example.com,2.44,13
SUP-4315,Supplier 4315,MX,supplier4315@example.com,3.82,56
SUP-4316,Supplier 4316,DE,supplier4316@example.com,2.68,49
SUP-4317,Supplier 4317,DE,supplier4317@example.com,3.29,51
SUP-4318,Supplier 4318,MX,supplier4318@example.com,2.15,37
SUP-4319,Supplier 4319,CN,supplier4319@example.com,3.9,53
SUP-4320,Supplier 4320,CN,supplier4320@example.com,1.19,48
SUP-4321,Supplier 4321,MX,supplier4321@example.com,4.95,30
SUP-4322,Supplier 4322,MX,supplier4322@example.com,3.57,14
SUP-4323,Supplier 4323,DE,supplier4323@example.com,1.6,56
SUP-4324,Supplier 4324,CN,supplier4324@example.com,3.87,54
SUP-4325,Supplier 4325,IN,supplier4325@example.com,4.15,51
SUP-4326,Supplier 4326,IN,supplier4326@example.com,4.15,52
SUP-4327,Supplier 4327,US,supplier4327@example.com,2.08,36
SUP-4328,Supplier 4328,US,supplier4328@example.com,4.83,6
SUP-4329,Supplier 4329,US,supplier4329@example.com,1.07,32
SUP-4330,Supplier 4330,CN,supplier4330@example.com,2.52,41
SUP-4331,Supplier 4331,IN,supplier4331@example.com,1.42,40
SUP-4332,Supplier 4332,CN,supplier4332@example.com,2.54,32
SUP-4333,Supplier 4333,MX,supplier4333@example.com,1.23,12
SUP-4334,Supplier 4334,DE,supplier4334@example.com,3.58,43
SUP-4335,Supplier 4335,US,supplier4335@example.com,1.25,39
SUP-4336,Supplier 4336,MX,supplier4336@example.com,3.46,25
SUP-4337,Supplier 4337,MX,supplier4337@example.com,1.94,25
SUP-4338,Supplier 4338,DE,supplier4338@example.com,1.72,54
SUP-4339,Supplier 4339,IN,supplier4339@example.com,2.39,57
SUP-4340,Supplier 4340,IN,supplier4340@example.com,3.56,8
SUP-4341,Supplier 4341,MX,supplier4341@example.com,3.31,42
SUP-4342,Supplier 4342,DE,supplier4342@example.com,3.72,35
SUP-4343,Supplier 4343,IN,supplier4343@example.com,4.68,6
SUP-4344,Supplier 4344,US,supplier4344@example.com,1.81,43
SUP-4345,Supplier 4345,CN,supplier4345@example.com,2.65,4
SUP-4346,Supplier 4346,DE,supplier4346@example.com,2.06,44
SUP-4347,Supplier 4347,MX,supplier4347@example.com,3.35,35
SUP-4348,Supplier 4348,CN,supplier4348@example.com,2.13,26
SUP-4349,Supplier 4349,IN,supplier4349@example.com,3.23,31
SUP-4350,Supplier 4350,IN,supplier4350@example.com,4.29,21
SUP-4351,Supplier 4351,DE,supplier4351@example.com,3.2,24
SUP-4352,Supplier 4352,CN,supplier4352@example.com,4.35,55
SUP-4353,Supplier 4353,IN,supplier4353@example.com,3.45,10
SUP-4354,Supplier 4354,DE,supplier4354@example.com,4.48,7
SUP-4355,Supplier 4355,CN,supplier4355@example.com,4.72,26
SUP-4356,Supplier 4356,MX,supplier4356@example.com,3.03,28
SUP-4357,Supplier 4357,MX,supplier4357@example.com,4.16,2
SUP-4358,Supplier 4358,IN,supplier4358@example.com,2.88,44
SUP-4359,Supplier 4359,DE,supplier4359@example.com,3.82,14
SUP-4360,Supplier 4360,US,supplier4360@example.com,1.15,7
SUP-4361,Supplier 4361,IN,supplier4361@example.com,4.87,17
SUP-4362,Supplier 4362,US,supplier4362@example.com,4.58,15
SUP-4363,Supplier 4363,CN,supplier4363@example.com,4.57,22
SUP-4364,Supplier 4364,DE,supplier4364@example.com,2.13,32
SUP-4365,Supplier 4365,IN,supplier4365@example.com,2.13,26
SUP-4366,Supplier 4366,MX,supplier4366@example.com,2.61,23
SUP-4367,Supplier 4367,CN,supplier4367@example.com,4.52,26
SUP-4368,Supplier 4368,CN,supplier4368@example.com,4.43,50
SUP-4369,Supplier 4369,CN,supplier4369@example.com,2.16,56
SUP-4370,Supplier 4370,US,supplier4370@example.com,3.17,24
SUP-4371,Supplier 4371,US,supplier4371@example.com,2.9,22
SUP-4372,Supplier 4372,CN,supplier4372@example.com,3.6,55
SUP-4373,Supplier 4373,IN,supplier4373@example.com,1.86,27
SUP-4374,Supplier 4374,US,supplier4374@example.com,1.34,21
SUP-4375,Supplier 4375,DE,supplier4375@example.com,1.11,37
SUP-4376,Supplier 4376,MX,supplier4376@example.com,2.53,43
SUP-4377,Supplier 4377,IN,supplier4377@example.com,4.79,8
SUP-4378,Supplier 4378,DE,supplier4378@example.com,3.74,14
SUP-4379,Supplier 4379,US,supplier4379@example.com,4.0,2
SUP-4380,Supplier 4380,MX,supplier4380@example.com,4.78,52
SUP-4381,Supplier 4381,CN,supplier4381@example.com,2.69,7
SUP-4382,Supplier 4382,MX,supplier4382@example.com,2.9,27
SUP-4383,Supplier 4383,CN,supplier4383@example.com,2.44,8
SUP-4384,Supplier 4384,DE,supplier4384@example.com,1.73,4
SUP-4385,Supplier 4385,DE,supplier4385@example.com,4.07,59
SUP-4386,Supplier 4386,IN,supplier4386@example.com,4.63,10
SUP-4387,Supplier 4387,DE,supplier4387@example.com,4.26,46
SUP-4388,Supplier 4388,US,supplier4388@example.com,1.19,54
SUP-4389,Supplier 4389,US,supplier4389@example.com,2.2,47
SUP-4390,Supplier 4390,MX,supplier4390@example.com,3.37,10
SUP-4391,Supplier 4391,CN,supplier4391@example.com,2.31,16
SUP-4392,Supplier 4392,MX,supplier4392@example.com,1.6,3
SUP-4393,Supplier 4393,IN,supplier4393@example.com,3.15,23
SUP-4394,Supplier 4394,IN,supplier4394@example.com,3.09,2
SUP-4395,Supplier 4395,US,supplier4395@example.com,3.84,1
SUP-4396,Supplier 4396,IN,supplier4396@example.com,5.0,11
SUP-4397,Supplier 4397,US,supplier4397@example.com,3.59,48
