procurement_id,component_id,supplier_id,order_date,expected_delivery_date,quantity_ordered,unit_cost,status
PROC-004497,COMP-04712,SUP-0133,2024-10-01 15:34:07,2026-03-01 21:44:06,121,36.96,ORDERED
PROC-004498,COMP-00137,SUP-0147,2023-12-18 18:12:02,2026-10-23 11:37:02,241,90.94,ORDERED
PROC-004499,COMP-01177,SUP-0214,2025-03-02 20:09:04,2026-10-08 02:20:11,259,142.41,ORDERED
PROC-004500,COMP-03205,SUP-0137,2024-05-22 09:04:46,2025-03-14 23:15:21,90,14.49,DELIVERED
PROC-004501,COMP-01840,SUP-0058,2025-05-18 09:03:22,2026-04-27 09:59:24,418,75.16,IN_TRANSIT
PROC-004502,COMP-04484,SUP-0258,2024-01-17 11:04:58,2025-03-12 20:16:23,30,114.76,CANCELLED
PROC-004503,COMP-00126,SUP-0184,2025-04-13 03:14:08,2025-09-30 20:37:25,466,73.99,CANCELLED
PROC-004504,COMP-00057,SUP-0231,2025-08-03 23:50:26,2026-09-26 22:24:32,465,96.56,IN_TRANSIT
PROC-004505,COMP-00995,SUP-0485,2025-05-19 10:38:08,2026-11-14 22:32:35,237,122.02,ORDERED
PROC-004506,COMP-00704,SUP-0252,2024-01-17 09:09:01,2025-07-02 04:04:32,371,74.31,ORDERED
PROC-004507,COMP-01942,SUP-0491,2023-10-20 01:02:21,2025-03-13 09:40:39,170,22.1,CANCELLED
PROC-004508,COMP-03952,SUP-0288,2023-11-18 07:33:24,2026-09-02 04:02:42,149,28.75,CANCELLED
PROC-004509,COMP-00453,SUP-0115,2024-04-03 07:56:51,2026-02-23 11:39:09,374,105.87,ORDERED
PROC-004510,COMP-04588,SUP-0310,2023-06-08 16:16:10,2025-12-22 19:01:43,88,35.77,DELIVERED
PROC-004511,COMP-00330,SUP-0493,2025-10-29 17:11:08,2025-09-05 03:35:46,4,178.08,ORDERED
PROC-004512,COMP-04020,SUP-0093,2025-05-16 02:46:15,2026-03-24 19:54:08,433,167.0,DELIVERED
PROC-004513,COMP-04726,SUP-0412,2024-11-19 02:59:27,2026-06-18 11:55:10,252,70.46,ORDERED
PROC-004514,COMP-04250,SUP-0014,2024-07-30 01:21:06,2025-10-26 04:13:15,432,166.37,CANCELLED
PROC-004515,COMP-00581,SUP-0500,2023-01-28 00:53:22,2025-01-17 03:54:12,473,107.1,ORDERED
PROC-004516,COMP-04703,SUP-0151,2024-03-19 12:44:14,2025-05-13 11:32:28,51,32.65,ORDERED
PROC-004517,COMP-00180,SUP-0367,2023-11-30 20:30:32,2026-03-28 05:02:40,24,123.23,IN_TRANSIT
PROC-004518,COMP-00457,SUP-0426,2024-06-25 08:49:05,2025-10-07 02:07:19,46,136.21,ORDERED
PROC-004519,COMP-00933,SUP-0307,2025-01-07 16:56:57,2026-04-19 22:57:03,116,17.69,ORDERED
PROC-004520,COMP-02415,SUP-0118,2023-06-29 05:18:25,2026-07-12 04:24:24,27,63.58,ORDERED
PROC-004521,COMP-01239,SUP-0062,2024-04-20 07:31:44,2026-10-09 18:03:44,95,2.07,CANCELLED
PROC-004522,COMP-02252,SUP-0425,2023-01-06 02:50:41,2025-08-25 11:43:41,367,63.97,ORDERED
PROC-004523,COMP-02034,SUP-0423,2023-07-06 02:40:47,2025-12-02 05:56:17,435,67.75,DELIVERED
PROC-004524,COMP-00760,SUP-0129,2024-12-30 19:05:36,2025-09-07 06:46:24,99,126.41,DELIVERED
PROC-004525,COMP-03449,SUP-0357,2023-12-30 00:58:16,2025-11-05 02:25:24,116,40.61,ORDERED
PROC-004526,COMP-01822,SUP-0250,2023-06-26 19:58:06,2025-10-27 13:35:43,276,6.99,CANCELLED
PROC-004527,COMP-02163,SUP-0030,2023-02-17 17:50:21,2025-01-12 19:53:07,336,63.81,DELIVERED
PROC-004528,COMP-00402,SUP-0458,2024-11-14 23:54:44,2025-05-23 12:24:22,95,165.3,ORDERED
PROC-004529,COMP-04584,SUP-0449,2023-11-28 14:17:11,2026-10-13 06:54:58,199,80.43,ORDERED
PROC-004530,COMP-04648,SUP-0482,2023-02-24 19:06:26,2026-09-13 06:53:43,146,83.6,DELIVERED
PROC-004531,COMP-00955,SUP-0156,2024-02-28 12:13:20,2025-06-21 17:41:50,392,94.34,CANCELLED
PROC-004532,COMP-03935,SUP-0074,2023-06-03 19:10:41,2025-06-26 21:05:32,155,150.61,CANCELLED
PROC-004533,COMP-02151,SUP-0075,2024-04-14 08:46:31,2026-06-14 18:09:51,270,96.52,DELIVERED
PROC-004534,COMP-02653,SUP-0174,2024-11-08 02:45:07,2026-05-17 02:30:59,402,19.17,ORDERED
PROC-004535,COMP-00981,SUP-0226,2025-07-27 20:00:39,2026-05-19 08:48:27,321,42.07,CANCELLED
PROC-004536,COMP-04138,SUP-0274,2023-07-24 17:13:24,2026-06-07 04:56:40,415,38.39,IN_TRANSIT
PROC-004537,COMP-02971,SUP-0454,2025-07-29 20:13:51,2026-06-10 20:10:47,276,102.06,ORDERED
PROC-004538,COMP-03835,SUP-0279,2025-08-01 06:04:38,2025-09-17 17:23:25,326,6.96,CANCELLED
PROC-004539,COMP-02290,SUP-0036,2023-07-23 15:48:24,2025-01-16 14:32:29,256,57.44,ORDERED
PROC-004540,COMP-02510,SUP-0394,2024-02-01 12:17:10,2026-01-22 15:12:37,45,121.83,IN_TRANSIT
PROC-004541,COMP-04304,SUP-0192,2024-04-01 01:57:30,2025-09-10 17:29:55,1,71.58,DELIVERED
PROC-004542,COMP-01032,SUP-0024,2025-11-25 00:36:27,2025-09-18 11:09:36,147,141.83,IN_TRANSIT
PROC-004543,COMP-00736,SUP-0086,2023-01-23 12:40:49,2026-08-04 01:36:20,295,78.85,ORDERED
PROC-004544,COMP-02063,SUP-0062,2023-05-26 19:19:25,2025-12-26 09:25:53,375,195.87,DELIVERED
PROC-004545,COMP-03946,SUP-0084,2024-08-31 06:59:10,2026-08-13 09:59:37,155,193.11,IN_TRANSIT
PROC-004546,COMP-02208,SUP-0334,2025-09-10 10:35:28,2026-05-01 13:41:15,56,160.17,CANCELLED
PROC-004547,COMP-04117,SUP-0404,2025-01-06 00:38:57,2025-11-13 16:29:18,400,190.92,IN_TRANSIT
PROC-004548,COMP-02137,SUP-0053,2024-01-27 14:52:10,2025-03-06 20:53:16,462,41.75,ORDERED
PROC-004549,COMP-00659,SUP-0363,2023-06-22 04:17:25,2025-10-10 16:21:00,226,150.43,CANCELLED
PROC-004550,COMP-01069,SUP-0409,2023-09-28 07:26:33,2025-01-08 00:44:03,7,65.01,IN_TRANSIT
PROC-004551,COMP-01655,SUP-0213,2023-07-29 20:43:02,2025-11-14 07:07:20,20,145.33,ORDERED
PROC-004552,COMP-04214,SUP-0373,2024-02-25 03:38:28,2025-04-21 00:09:11,159,75.4,DELIVERED
PROC-004553,COMP-00139,SUP-0067,2025-05-07 21:32:18,2025-10-08 14:48:04,470,58.59,IN_TRANSIT
PROC-004554,COMP-02255,SUP-0004,2024-11-07 15:23:34,2025-09-11 08:23:38,340,191.8,DELIVERED
PROC-004555,COMP-01491,SUP-0497,2024-03-10 09:37:04,2025-11-07 04:38:21,79,42.77,CANCELLED
PROC-004556,COMP-03671,SUP-0425,2023-02-09 14:33:37,2025-09-24 11:06:58,409,151.96,DELIVERED
PROC-004557,COMP-01371,SUP-0345,2025-08-04 02:41:38,2026-02-17 04:57:25,366,135.26,ORDERED
PROC-004558,COMP-00409,SUP-0044,2024-01-18 23:51:02,2026-02-07 07:30:02,1,61.39,CANCELLED
PROC-004559,COMP-02564,SUP-0216,2025-07-05 14:23:35,2025-05-12 00:59:36,401,92.21,IN_TRANSIT
PROC-004560,COMP-00093,SUP-0456,2024-02-08 22:47:46,2026-01-27 07:18:32,336,29.45,DELIVERED
PROC-004561,COMP-00628,SUP-0476,2023-07-26 16:01:55,2026-04-17 09:08:30,229,184.32,CANCELLED
PROC-004562,COMP-02270,SUP-0476,2024-06-04 02:12:26,2026-10-22 03:44:17,213,193.66,CANCELLED
PROC-004563,COMP-01145,SUP-0297,2023-05-07 21:30:41,2025-01-22 20:10:31,283,146.76,IN_TRANSIT
PROC-004564,COMP-01110,SUP-0197,2025-01-04 23:55:55,2025-01-11 17:45:45,248,170.03,IN_TRANSIT
PROC-004565,COMP-01852,SUP-0444,2024-03-16 18:12:43,2025-08-06 17:03:16,119,17.44,IN_TRANSIT
PROC-004566,COMP-03473,SUP-0334,2023-12-10 20:48:40,2025-09-12 01:03:48,379,77.41,IN_TRANSIT
PROC-004567,COMP-00847,SUP-0232,2023-09-03 00:27:50,2026-01-27 22:29:46,227,66.83,DELIVERED
PROC-004568,COMP-03086,SUP-0420,2023-03-25 09:03:17,2026-03-05 03:30:07,24,113.43,CANCELLED
PROC-004569,COMP-01782,SUP-0436,2024-03-28 07:45:09,2026-01-28 03:25:26,190,37.49,IN_TRANSIT
PROC-004570,COMP-03484,SUP-0486,2024-12-29 08:25:51,2026-08-13 15:30:52,308,113.11,CANCELLED
PROC-004571,COMP-02293,SUP-0170,2024-10-10 08:07:01,2026-07-09 17:33:45,307,131.22,CANCELLED
PROC-004572,COMP-02017,SUP-0114,2023-10-29 08:01:54,2025-05-16 22:24:02,450,27.34,ORDERED
PROC-004573,COMP-02661,SUP-0356,2024-03-02 16:27:25,2026-04-04 18:26:32,57,27.21,ORDERED
PROC-004574,COMP-00942,SUP-0493,2024-06-24 22:21:47,2026-10-14 00:44:28,494,8.05,IN_TRANSIT
PROC-004575,COMP-03041,SUP-0135,2024-05-18 03:10:10,2026-03-30 21:41:10,311,152.42,IN_TRANSIT
PROC-004576,COMP-02011,SUP-0129,2024-12-25 03:42:35,2025-02-28 23:07:42,309,66.87,ORDERED
PROC-004577,COMP-03451,SUP-0226,2023-11-10 19:49:13,2026-01-20 15:56:40,89,45.86,CANCELLED
PROC-004578,COMP-04719,SUP-0185,2025-04-26 11:05:13,2025-11-02 19:12:37,275,155.84,IN_TRANSIT
PROC-004579,COMP-01420,SUP-0208,2024-11-25 22:17:19,2025-04-21 02:03:23,109,29.51,DELIVERED
PROC-004580,COMP-01498,SUP-0056,2024-03-18 13:31:36,2025-11-25 04:54:11,141,86.01,IN_TRANSIT
PROC-004581,COMP-00616,SUP-0320,2023-07-22 02:24:08,2025-05-10 04:52:20,285,149.21,IN_TRANSIT
PROC-004582,COMP-00823,SUP-0170,2025-11-23 20:41:06,2025-07-18 07:49:13,480,115.19,DELIVERED
PROC-004583,COMP-02606,SUP-0108,2023-06-30 16:51:13,2025-01-07 13:59:20,390,111.25,IN_TRANSIT
PROC-004584,COMP-01338,SUP-0362,2025-01-14 08:14:24,2025-02-21 17:31:47,376,32.34,CANCELLED
PROC-004585,COMP-00325,SUP-0043,2024-07-12 22:37:31,2026-04-18 10:14:23,457,37.01,DELIVERED
PROC-004586,COMP-04141,SUP-0255,2023-04-02 20:45:35,2026-05-18 01:58:47,244,116.93,DELIVERED
PROC-004587,COMP-01455,SUP-0096,2023-03-03 08:12:04,2025-10-12 21:00:39,385,5.69,ORDERED
PROC-004588,COMP-03773,SUP-0116,2024-06-24 14:21:31,2026-01-03 23:11:07,408,173.95,CANCELLED
PROC-004589,COMP-02427,SUP-0196,2025-10-23 15:00:58,2026-01-09 15:58:00,74,70.74,ORDERED
PROC-004590,COMP-04219,SUP-0448,2024-10-15 16:30:08,2025-01-12 03:41:16,355,83.91,CANCELLED
PROC-004591,COMP-00676,SUP-0366,2025-04-17 22:03:28,2026-06-21 09:23:33,262,52.43,IN_TRANSIT
PROC-004592,COMP-00495,SUP-0406,2025-07-03 08:42:52,2025-05-04 02:25:52,176,175.46,ORDERED
PROC-004593,COMP-02288,SUP-0395,2024-10-14 07:41:11,2025-07-28 20:01:16,404,128.86,IN_TRANSIT
PROC-004594,COMP-02415,SUP-0371,2024-09-13 13:40:07,2025-08-13 18:09:03,230,90.53,IN_TRANSIT
PROC-004595,COMP-01797,SUP-0043,2025-09-20 02:46:35,2025-01-07 00:15:53,76,117.48,ORDERED
PROC-004596,COMP-00068,SUP-0141,2025-01-31 15:22:27,2026-08-10 21:20:39,323,76.69,ORDERED
PROC-004597,COMP-04970,SUP-0212,2023-07-25 13:59:44,2025-08-02 18:06:49,183,93.65,IN_TRANSIT
PROC-004598,COMP-02426,SUP-0176,2025-09-11 12:56:14,2026-01-19 17:14:19,274,72.17,IN_TRANSIT
PROC-004599,COMP-03900,SUP-0361,2025-09-18 14:47:35,2026-07-03 22:36:28,277,82.72,CANCELLED
PROC-004600,COMP-04214,SUP-0117,2024-04-27 19:31:30,2025-04-16 06:18:19,227,63.68,IN_TRANSIT
PROC-004601,COMP-02401,SUP-0272,2025-07-16 19:52:14,2026-03-28 16:01:09,448,16.45,DELIVERED
PROC-004602,COMP-03033,SUP-0294,2025-05-15 19:39:21,2026-04-29 17:19:21,165,8.43,IN_TRANSIT
PROC-004603,COMP-00618,SUP-0073,2023-01-03 01:07:10,2025-11-24 01:49:27,275,35.65,IN_TRANSIT
PROC-004604,COMP-04850,SUP-0348,2024-09-10 00:15:47,2025-12-28 02:34:15,217,51.08,IN_TRANSIT
PROC-004605,COMP-04152,SUP-0009,2023-10-29 05:54:33,2025-04-12 01:54:48,312,178.2,ORDERED
PROC-004606,COMP-02151,SUP-0351,2025-08-08 00:04:41,2026-11-03 19:06:51,190,122.64,ORDERED
PROC-004607,COMP-02290,SUP-0120,2024-01-18 09:35:28,2026-08-05 09:33:18,18,191.7,DELIVERED
PROC-004608,COMP-01116,SUP-0312,2025-02-04 11:48:41,2025-07-13 06:29:11,232,68.59,IN_TRANSIT
PROC-004609,COMP-02714,SUP-0441,2025-06-17 01:44:41,2025-12-19 07:29:03,414,80.95,CANCELLED
PROC-004610,COMP-04223,SUP-0088,2024-08-11 18:52:07,2026-09-08 08:18:52,184,144.23,CANCELLED
PROC-004611,COMP-02206,SUP-0282,2024-03-09 13:37:33,2026-05-22 16:21:56,106,116.0,IN_TRANSIT
PROC-004612,COMP-01157,SUP-0348,2024-07-16 23:29:18,2025-07-20 01:13:00,243,106.05,IN_TRANSIT
PROC-004613,COMP-03841,SUP-0097,2024-09-19 16:48:22,2025-03-20 16:01:53,426,115.54,IN_TRANSIT
PROC-004614,COMP-02565,SUP-0205,2025-10-06 07:36:19,2025-02-16 17:51:41,53,117.24,IN_TRANSIT
PROC-004615,COMP-04185,SUP-0489,2024-04-22 00:07:28,2025-10-29 16:45:33,226,153.38,IN_TRANSIT
PROC-004616,COMP-00934,SUP-0269,2023-04-22 18:51:24,2025-05-15 16:57:42,202,133.95,ORDERED
PROC-004617,COMP-02151,SUP-0474,2023-07-17 16:04:03,2025-12-13 22:49:20,86,191.51,DELIVERED
PROC-004618,COMP-04922,SUP-0064,2023-05-09 09:40:51,2025-11-19 08:07:59,50,189.64,ORDERED
PROC-004619,COMP-00907,SUP-0138,2023-09-08 16:41:07,2026-04-18 19:52:45,383,84.96,CANCELLED
PROC-004620,COMP-00885,SUP-0020,2024-01-15 20:33:19,2026-07-22 15:32:22,260,8.11,ORDERED
PROC-004621,COMP-03925,SUP-0142,2025-03-03 03:40:18,2025-01-08 13:10:51,319,3.2,ORDERED
PROC-004622,COMP-00640,SUP-0369,2025-07-04 23:36:49,2025-07-31 01:54:25,195,25.52,DELIVERED
PROC-004623,COMP-02604,SUP-0470,2025-07-08 20:58:32,2026-10-19 02:40:49,369,15.9,CANCELLED
PROC-004624,COMP-04758,SUP-0257,2024-11-24 20:07:51,2026-11-10 06:27:37,248,75.3,CANCELLED
PROC-004625,COMP-04787,SUP-0037,2023-01-25 01:21:52,2025-11-24 13:49:23,56,11.52,IN_TRANSIT
PROC-004626,COMP-01861,SUP-0316,2025-08-09 04:59:36,2025-01-02 03:10:04,177,125.36,DELIVERED
PROC-004627,COMP-04293,SUP-0218,2025-04-24 04:25:27,2025-02-09 05:03:51,476,38.84,ORDERED
PROC-004628,COMP-04241,SUP-0446,2025-03-11 08:45:04,2026-11-08 23:07:32,150,103.28,ORDERED
PROC-004629,COMP-04119,SUP-0107,2024-12-12 16:04:25,2026-04-27 03:55:46,396,21.51,ORDERED
PROC-004630,COMP-03261,SUP-0478,2023-01-14 00:17:25,2025-06-01 07:41:19,433,165.72,CANCELLED
PROC-004631,COMP-02243,SUP-0420,2023-10-31 07:39:34,2025-09-22 22:25:48,13,156.21,CANCELLED
PROC-004632,COMP-03341,SUP-0263,2024-04-01 15:56:07,2025-07-17 00:14:49,361,77.91,ORDERED
PROC-004633,COMP-03263,SUP-0263,2024-03-31 10:19:06,2025-11-24 22:17:11,289,182.21,CANCELLED
PROC-004634,COMP-01939,SUP-0120,2025-03-25 08:13:45,2026-06-29 20:47:20,431,37.95,IN_TRANSIT
PROC-004635,COMP-03496,SUP-0011,2025-11-25 00:35:42,2025-12-26 00:40:14,64,162.97,ORDERED
PROC-004636,COMP-03129,SUP-0020,2023-11-19 12:54:11,2026-01-14 14:06:14,339,109.63,ORDERED
PROC-004637,COMP-01421,SUP-0097,2025-01-06 06:11:37,2025-10-08 06:15:32,105,66.59,IN_TRANSIT
PROC-004638,COMP-01695,SUP-0416,2023-04-11 04:45:57,2025-03-03 16:23:49,401,17.79,CANCELLED
PROC-004639,COMP-04488,SUP-0437,2023-07-05 06:08:32,2025-06-10 09:55:15,239,35.09,ORDERED
PROC-004640,COMP-02843,SUP-0279,2025-08-16 03:49:38,2026-10-03 21:52:15,34,172.71,IN_TRANSIT
PROC-004641,COMP-01923,SUP-0460,2024-08-26 07:06:55,2026-11-10 14:27:53,324,121.77,DELIVERED
PROC-004642,COMP-02456,SUP-0165,2025-08-11 23:44:45,2026-11-08 20:20:39,39,48.18,IN_TRANSIT
PROC-004643,COMP-00350,SUP-0336,2024-05-28 20:16:43,2026-03-28 19:35:06,456,99.67,ORDERED
PROC-004644,COMP-01238,SUP-0233,2025-08-19 05:35:54,2026-04-29 13:37:12,225,22.46,IN_TRANSIT
PROC-004645,COMP-00655,SUP-0189,2024-03-24 04:40:21,2025-03-30 03:24:44,129,20.67,CANCELLED
PROC-004646,COMP-04534,SUP-0298,2023-05-14 01:03:22,2025-02-16 17:19:17,133,181.65,ORDERED
PROC-004647,COMP-03976,SUP-0251,2023-10-21 11:52:36,2025-09-23 19:47:32,480,92.11,ORDERED
PROC-004648,COMP-01971,SUP-0185,2023-07-19 05:42:14,2026-09-05 06:12:02,40,72.95,CANCELLED
PROC-004649,COMP-03946,SUP-0072,2024-11-18 17:13:59,2025-02-18 05:47:21,319,189.87,CANCELLED
PROC-004650,COMP-03479,SUP-0227,2024-01-09 01:55:15,2025-07-05 19:19:12,385,80.4,CANCELLED
PROC-004651,COMP-01744,SUP-0209,2023-03-19 01:18:24,2025-02-06 17:04:26,419,67.91,DELIVERED
PROC-004652,COMP-02689,SUP-0114,2025-07-27 07:35:59,2026-02-24 04:42:53,470,55.32,ORDERED
PROC-004653,COMP-00075,SUP-0451,2023-11-27 19:39:39,2025-09-11 12:13:59,221,113.45,ORDERED
PROC-004654,COMP-01060,SUP-0383,2024-01-03 04:24:54,2025-01-31 15:48:55,401,112.12,ORDERED
PROC-004655,COMP-02043,SUP-0146,2024-09-17 01:01:26,2025-02-09 18:51:33,94,4.22,IN_TRANSIT
PROC-004656,COMP-03652,SUP-0285,2023-04-27 01:22:35,2026-09-15 16:12:18,99,131.16,ORDERED
PROC-004657,COMP-00599,SUP-0209,2023-05-28 10:06:38,2026-03-14 21:26:09,60,157.87,ORDERED
PROC-004658,COMP-04063,SUP-0231,2025-10-12 00:13:19,2025-11-10 04:46:04,129,123.58,CANCELLED
PROC-004659,COMP-04532,SUP-0342,2024-04-13 22:41:55,2026-04-30 04:04:00,132,174.11,CANCELLED
PROC-004660,COMP-01349,SUP-0282,2025-01-05 04:54:16,2025-03-27 06:28:32,393,56.01,CANCELLED
PROC-004661,COMP-00714,SUP-0390,2025-08-04 21:46:20,2025-12-18 21:31:05,301,39.2,ORDERED
PROC-004662,COMP-03647,SUP-0012,2025-06-30 15:12:00,2026-03-10 13:22:26,416,139.76,CANCELLED
PROC-004663,COMP-02344,SUP-0115,2024-04-01 21:52:39,2025-01-25 20:15:03,69,38.52,DELIVERED
PROC-004664,COMP-02856,SUP-0500,2024-06-07 10:10:03,2025-05-19 04:35:43,14,19.13,CANCELLED
PROC-004665,COMP-01701,SUP-0067,2025-07-14 08:55:37,2025-01-05 20:14:02,435,20.23,DELIVERED
PROC-004666,COMP-01706,SUP-0245,2024-06-16 22:20:55,2026-11-23 05:49:58,474,153.91,IN_TRANSIT
PROC-004667,COMP-00806,SUP-0197,2024-06-05 11:25:43,2026-05-16 04:15:34,151,6.72,DELIVERED
PROC-004668,COMP-02248,SUP-0250,2025-11-12 21:22:52,2025-04-07 08:23:32,174,58.6,DELIVERED
PROC-004669,COMP-02921,SUP-0129,2025-07-17 15:06:18,2026-01-08 04:21:38,470,26.71,IN_TRANSIT
PROC-004670,COMP-01987,SUP-0489,2024-02-05 06:45:02,2026-02-09 00:45:18,411,151.23,DELIVERED
PROC-004671,COMP-01501,SUP-0147,2023-02-19 21:29:14,2026-02-27 23:02:09,345,101.2,ORDERED
PROC-004672,COMP-00726,SUP-0158,2025-03-03 20:09:53,2025-08-18 21:52:15,292,41.89,ORDERED
PROC-004673,COMP-02930,SUP-0246,2024-03-09 22:33:11,2025-12-31 12:12:35,196,150.33,CANCELLED
PROC-004674,COMP-04401,SUP-0184,2023-06-29 00:38:43,2025-09-27 19:56:16,32,150.32,CANCELLED
PROC-004675,COMP-00333,SUP-0371,2025-03-27 08:46:39,2025-01-18 18:24:50,73,105.08,CANCELLED
PROC-004676,COMP-04413,SUP-0075,2023-05-11 12:07:57,2026-01-19 20:47:57,194,55.89,CANCELLED
PROC-004677,COMP-00746,SUP-0253,2023-01-26 21:20:34,2026-06-10 20:47:23,426,117.67,ORDERED
PROC-004678,COMP-02408,SUP-0054,2025-02-13 09:41:51,2026-04-08 01:34:46,50,186.77,CANCELLED
PROC-004679,COMP-04463,SUP-0435,2023-01-02 07:51:05,2026-11-11 03:27:39,57,11.28,DELIVERED
PROC-004680,COMP-01699,SUP-0036,2025-11-20 15:28:36,2025-07-01 12:22:35,487,54.12,IN_TRANSIT
PROC-004681,COMP-01433,SUP-0341,2023-01-30 18:22:01,2025-06-12 05:56:58,117,57.71,DELIVERED
PROC-004682,COMP-00431,SUP-0340,2023-06-19 08:57:31,2026-05-22 13:31:53,192,126.73,IN_TRANSIT
PROC-004683,COMP-01209,SUP-0108,2023-10-28 17:00:27,2025-03-31 17:21:44,430,130.58,ORDERED
PROC-004684,COMP-04714,SUP-0005,2023-06-24 05:03:03,2025-11-06 14:47:49,217,42.06,IN_TRANSIT
PROC-004685,COMP-03116,SUP-0104,2023-10-11 22:30:09,2026-05-18 05:14:50,111,44.0,CANCELLED
PROC-004686,COMP-03843,SUP-0496,2024-09-15 20:07:10,2026-01-06 21:33:33,458,185.71,ORDERED
PROC-004687,COMP-04116,SUP-0249,2023-03-27 11:45:48,2025-11-18 00:21:02,485,151.5,CANCELLED
PROC-004688,COMP-02541,SUP-0309,2025-01-09 16:33:13,2025-07-21 08:26:49,89,186.92,DELIVERED
PROC-004689,COMP-01453,SUP-0047,2023-11-09 18:54:45,2025-03-24 04:43:39,360,166.1,DELIVERED
PROC-004690,COMP-03383,SUP-0325,2024-03-21 06:09:43,2025-09-29 18:25:02,310,81.02,CANCELLED
PROC-004691,COMP-00171,SUP-0167,2024-02-08 03:57:50,2026-07-22 16:33:03,309,25.26,IN_TRANSIT
PROC-004692,COMP-04922,SUP-0414,2024-01-11 00:26:45,2025-12-29 16:54:58,157,126.28,DELIVERED
PROC-004693,COMP-00299,SUP-0369,2023-07-11 20:23:18,2025-02-02 23:46:12,421,71.05,IN_TRANSIT
PROC-004694,COMP-03222,SUP-0155,2025-09-20 08:10:57,2026-06-25 11:02:25,69,85.66,DELIVERED
PROC-004695,COMP-01290,SUP-0113,2025-09-20 02:04:28,2026-04-07 15:35:18,270,85.75,CANCELLED
PROC-004696,COMP-00035,SUP-0310,2023-08-29 21:33:53,2025-06-18 03:03:00,225,187.37,CANCELLED
PROC-004697,COMP-00768,SUP-0056,2023-05-09 01:35:05,2025-01-22 08:22:02,411,14.7,DELIVERED
PROC-004698,COMP-01861,SUP-0060,2023-05-20 03:46:41,2025-11-21 07:56:01,5,39.43,DELIVERED
PROC-004699,COMP-01608,SUP-0171,2024-05-26 08:03:34,2025-11-17 05:44:20,243,121.98,IN_TRANSIT
PROC-004700,COMP-02933,SUP-0263,2024-08-15 22:03:49,2026-07-16 15:30:05,118,176.87,IN_TRANSIT
PROC-004701,COMP-03638,SUP-0292,2025-03-15 18:58:18,2026-08-18 13:39:49,172,183.67,IN_TRANSIT
PROC-004702,COMP-03655,SUP-0387,2024-10-22 02:17:44,2025-12-03 13:27:42,143,112.18,CANCELLED
PROC-004703,COMP-02680,SUP-0020,2025-02-19 09:43:58,2026-02-13 19:06:33,323,7.88,DELIVERED
PROC-004704,COMP-00492,SUP-0281,2023-12-19 04:17:03,2025-07-18 07:45:13,257,73.21,ORDERED
PROC-004705,COMP-00748,SUP-0251,2025-05-16 14:00:32,2025-09-09 21:01:46,408,183.85,IN_TRANSIT
PROC-004706,COMP-03251,SUP-0151,2024-05-02 05:26:46,2026-07-05 17:31:15,460,100.49,ORDERED
PROC-004707,COMP-02363,SUP-0058,2025-07-28 07:39:28,2026-01-13 03:33:47,365,145.6,CANCELLED
PROC-004708,COMP-04716,SUP-0499,2023-02-18 02:42:07,2026-01-20 04:25:22,318,54.57,IN_TRANSIT
PROC-004709,COMP-02017,SUP-0035,2025-07-14 15:47:10,2026-08-17 17:34:31,78,5.98,IN_TRANSIT
PROC-004710,COMP-03370,SUP-0220,2023-05-03 05:13:47,2025-02-16 11:51:40,57,116.09,ORDERED
PROC-004711,COMP-04772,SUP-0037,2024-07-08 21:21:56,2026-03-21 10:13:14,490,167.16,ORDERED
PROC-004712,COMP-01961,SUP-0430,2025-05-23 15:48:42,2025-05-06 17:55:54,20,198.06,DELIVERED
PROC-004713,COMP-04710,SUP-0344,2023-05-14 15:15:47,2026-03-23 03:17:11,442,169.48,ORDERED
PROC-004714,COMP-01445,SUP-0102,2024-11-06 11:03:28,2025-03-31 21:46:19,14,111.24,CANCELLED
PROC-004715,COMP-03241,SUP-0155,2023-01-20 17:40:11,2025-11-28 08:26:25,206,122.14,IN_TRANSIT
PROC-004716,COMP-04474,SUP-0184,2024-10-28 22:00:59,2025-05-17 16:04:40,237,165.01,ORDERED
PROC-004717,COMP-02727,SUP-0197,2023-11-03 01:41:09,2026-05-08 14:37:56,181,4.94,CANCELLED
PROC-004718,COMP-01389,SUP-0447,2024-10-08 06:48:34,2026-04-27 23:45:45,291,190.38,ORDERED
PROC-004719,COMP-01657,SUP-0340,2023-01-13 06:05:57,2025-09-06 11:04:38,446,106.71,ORDERED
PROC-004720,COMP-02485,SUP-0017,2024-11-20 17:55:50,2026-05-13 17:35:16,189,190.46,ORDERED
PROC-004721,COMP-02045,SUP-0111,2024-12-13 08:41:25,2025-11-03 17:24:48,147,153.14,DELIVERED
PROC-004722,COMP-00459,SUP-0038,2024-12-30 12:09:59,2026-05-26 19:13:48,340,31.31,IN_TRANSIT
PROC-004723,COMP-00113,SUP-0462,2023-12-16 18:20:22,2026-08-07 15:54:49,42,33.89,IN_TRANSIT
PROC-004724,COMP-04459,SUP-0235,2025-11-26 16:24:44,2026-06-24 00:18:43,428,71.38,IN_TRANSIT
PROC-004725,COMP-03766,SUP-0049,2024-03-14 14:20:34,2026-06-13 23:14:44,471,53.53,DELIVERED
PROC-004726,COMP-02001,SUP-0434,2025-05-04 07:51:22,2026-03-24 14:18:47,354,88.42,ORDERED
