sku_id,forecast_date,predicted_demand,lower_bound,upper_bound
SKU-00508,2023-07-06,552,534,580
SKU-02012,2023-04-19,208,190,244
SKU-01621,2023-05-09,742,668,831
SKU-02556,2023-08-06,553,547,640
SKU-02283,2024-02-02,836,756,875
SKU-00797,2025-04-15,66,66,120
SKU-00028,2023-03-11,107,56,132
SKU-01914,2024-05-12,93,45,119
SKU-02551,2024-11-16,770,747,844
SKU-00413,2023-06-05,160,102,210
SKU-02719,2023-04-26,293,198,383
SKU-00590,2025-03-18,84,11,105
SKU-01837,2024-06-07,809,796,873
SKU-00211,2024-02-10,784,747,821
SKU-01239,2023-12-18,247,232,337
SKU-00328,2024-10-06,939,934,939
SKU-00400,2024-09-30,549,454,563
SKU-00832,2025-03-26,887,863,897
SKU-00374,2024-08-14,80,30,135
SKU-02656,2024-04-14,611,537,648
SKU-02745,2024-10-29,40,0,132
SKU-00402,2024-03-02,295,249,348
SKU-02761,2024-01-11,5,0,98
SKU-00330,2025-04-05,164,95,186
SKU-02085,2025-08-03,698,667,787
SKU-02678,2025-04-12,481,437,517
SKU-02341,2023-04-28,48,0,98
SKU-02282,2023-08-16,185,117,245
SKU-00305,2023-11-08,526,474,607
SKU-01713,2025-04-02,551,513,629
SKU-00437,2023-10-13,34,20,55
SKU-00931,2025-11-12,947,858,1012
SKU-00986,2023-02-19,455,413,509
SKU-02372,2023-07-19,450,409,516
SKU-00049,2024-08-20,498,438,523
SKU-01988,2024-04-29,382,319,474
SKU-01501,2024-03-12,214,206,306
SKU-01930,2023-11-06,68,0,105
SKU-00249,2023-01-25,554,467,603
SKU-01199,2025-04-18,901,807,923
SKU-02413,2023-03-03,791,743,843
SKU-00477,2024-03-27,811,803,849
SKU-01180,2024-12-04,341,341,363
SKU-01354,2025-01-13,394,336,485
SKU-02485,2023-12-03,319,229,417
SKU-02591,2025-09-16,160,124,225
SKU-01096,2023-08-06,279,186,306
SKU-02192,2025-07-19,215,164,274
SKU-01714,2023-03-24,601,538,688
SKU-01716,2024-05-21,892,798,958
SKU-02181,2025-11-15,310,285,319
SKU-00366,2024-08-22,985,935,1018
SKU-02807,2023-05-15,704,614,786
SKU-02567,2024-03-22,678,623,678
SKU-02392,2024-02-10,482,460,518
SKU-01823,2024-12-02,587,509,654
SKU-00771,2024-07-26,691,615,761
SKU-02024,2024-03-15,5,0,71
SKU-01769,2023-04-05,820,805,897
SKU-02679,2025-03-31,546,460,603
SKU-02014,2025-04-12,357,276,372
SKU-01090,2025-05-27,597,537,688
SKU-00239,2024-11-13,489,464,552
SKU-01718,2023-10-03,777,689,804
SKU-00776,2023-06-25,866,814,935
SKU-01935,2024-03-18,344,315,371
SKU-00077,2025-01-13,513,432,530
SKU-00396,2024-03-30,519,468,600
SKU-01277,2025-01-12,302,285,344
SKU-00127,2025-10-07,706,668,784
SKU-02155,2024-10-12,371,327,384
SKU-01734,2023-08-23,286,249,307
SKU-02934,2025-07-24,95,60,108
SKU-02160,2025-11-12,836,800,854
SKU-00032,2023-04-24,60,0,153
SKU-02622,2023-10-04,436,346,454
SKU-01852,2025-11-10,0,0,38
SKU-01824,2023-09-04,236,235,268
SKU-00299,2025-10-13,787,767,824
SKU-00629,2024-12-25,255,252,286
SKU-02158,2025-04-08,449,441,462
SKU-01389,2023-07-04,636,617,733
SKU-02325,2025-03-13,135,73,157
SKU-00315,2024-01-18,957,871,1054
SKU-00337,2023-02-14,997,902,1079
SKU-02514,2023-07-12,471,423,559
SKU-01454,2023-07-06,946,854,971
SKU-02708,2024-10-10,615,602,700
SKU-02090,2025-08-28,717,690,791
SKU-01200,2023-03-13,551,499,600
SKU-01776,2023-04-30,317,312,411
SKU-02340,2024-10-27,856,790,924
SKU-01431,2023-04-01,784,755,878
SKU-02998,2025-09-07,28,0,82
SKU-02399,2024-05-24,803,708,869
SKU-01911,2024-07-29,264,189,283
SKU-02438,2024-04-04,128,101,183
SKU-02324,2024-07-28,557,463,571
SKU-02693,2024-12-05,806,751,864
SKU-01158,2024-05-19,963,865,1019
SKU-00374,2024-12-18,344,294,374
SKU-02833,2023-04-14,603,594,671
SKU-00414,2023-03-08,688,679,701
SKU-01199,2023-02-20,71,6,92
SKU-00767,2023-12-27,112,56,158
SKU-00776,2025-03-12,773,738,855
SKU-01604,2023-04-06,369,325,410
SKU-00982,2023-12-31,218,188,288
SKU-00913,2024-10-10,552,462,612
SKU-00082,2025-11-12,429,334,433
SKU-01801,2024-04-04,940,919,963
SKU-00410,2024-10-04,453,393,466
SKU-01058,2025-01-21,113,98,194
SKU-01620,2023-01-11,8,0,55
SKU-00494,2025-04-28,229,225,243
SKU-02119,2024-08-30,955,911,982
SKU-00236,2024-03-05,807,728,839
SKU-00327,2023-05-20,68,0,167
SKU-00981,2023-09-28,410,395,456
SKU-01409,2023-10-21,935,849,985
SKU-02578,2023-04-26,232,231,316
SKU-01717,2025-03-25,768,740,823
SKU-01197,2024-10-17,978,935,1058
SKU-02719,2024-06-05,830,806,895
SKU-01406,2023-08-14,119,76,172
SKU-01044,2024-02-23,431,365,431
SKU-01744,2023-12-21,35,31,47
SKU-00688,2025-10-12,627,604,706
SKU-02455,2024-12-12,727,686,781
SKU-02079,2025-11-24,685,673,763
SKU-01656,2024-04-22,512,501,555
SKU-00021,2025-11-16,706,680,789
SKU-01254,2024-10-21,87,11,140
SKU-02824,2023-04-13,856,815,933
SKU-01244,2023-02-14,870,782,936
SKU-00655,2023-01-06,973,902,1051
SKU-02453,2025-08-07,608,598,656
SKU-00420,2024-02-11,87,68,156
SKU-02071,2024-02-12,601,538,609
SKU-01226,2023-03-06,970,884,1012
SKU-02507,2025-07-26,380,282,444
SKU-02337,2023-01-06,642,562,705
SKU-00294,2025-10-13,382,374,420
SKU-00323,2024-04-12,787,743,881
SKU-00230,2024-02-10,747,735,846
SKU-02133,2023-06-23,712,628,748
SKU-00792,2023-01-27,311,263,336
SKU-00443,2023-06-09,109,50,142
SKU-02286,2024-10-18,360,338,445
SKU-01385,2025-03-23,915,881,950
SKU-02693,2025-04-24,186,143,231
SKU-02562,2023-12-14,7,0,70
SKU-00838,2023-03-28,187,178,267
SKU-02516,2024-08-05,19,0,92
SKU-00448,2025-02-28,720,657,745
SKU-01334,2024-06-12,867,864,876
SKU-02270,2025-04-11,394,362,468
SKU-01484,2024-05-16,480,407,510
SKU-02991,2025-02-23,877,818,958
SKU-02005,2025-06-10,12,0,69
SKU-00837,2025-08-28,69,0,96
SKU-00034,2024-04-02,513,455,547
SKU-00483,2023-06-28,360,343,442
SKU-00814,2024-04-10,359,282,415
SKU-02572,2023-05-14,622,599,698
SKU-02495,2025-10-31,661,564,680
SKU-00766,2024-07-18,301,247,336
SKU-01521,2025-06-19,280,239,342
SKU-02026,2024-03-12,419,327,488
SKU-01681,2024-10-13,557,460,600
SKU-00268,2023-07-23,893,842,905
SKU-00380,2025-04-28,887,825,919
SKU-01615,2024-01-17,98,27,147
SKU-00149,2025-07-04,88,0,132
SKU-01646,2025-08-08,907,871,961
SKU-02052,2023-02-21,596,541,645
SKU-00325,2024-01-27,389,355,472
SKU-01084,2023-11-08,861,836,912
SKU-01874,2024-11-27,789,751,835
SKU-02776,2023-10-17,720,649,762
SKU-01091,2024-10-28,84,51,170
SKU-00593,2023-12-13,778,737,787
SKU-02701,2023-01-28,334,303,411
SKU-02183,2024-06-25,653,566,700
SKU-01149,2023-05-29,664,592,731
SKU-02554,2024-05-29,461,444,538
SKU-01700,2025-09-24,775,714,829
SKU-02621,2023-09-07,888,811,929
SKU-02293,2024-04-02,573,555,667
SKU-01382,2024-02-03,64,0,155
SKU-02049,2023-07-26,194,110,224
SKU-00770,2024-11-05,431,391,460
SKU-01636,2024-02-25,81,7,150
SKU-02064,2023-12-05,22,9,28
SKU-02142,2025-08-15,373,321,404
SKU-02425,2025-10-19,833,775,874
SKU-00981,2025-06-19,755,745,780
SKU-00581,2024-05-20,735,701,746
SKU-01306,2023-07-25,823,724,836
SKU-00654,2025-02-27,197,161,237
SKU-02836,2023-07-03,595,509,637
SKU-00490,2023-06-25,197,123,226
SKU-01932,2024-03-06,900,824,908
SKU-02511,2024-07-25,592,537,669
SKU-01400,2024-04-07,331,323,350
SKU-02479,2023-11-30,351,345,418
SKU-01612,2023-02-04,476,407,500
SKU-02489,2025-11-01,494,488,496
SKU-00944,2025-05-23,260,250,296
SKU-02579,2023-01-19,519,443,546
SKU-01783,2024-08-30,226,132,299
SKU-01793,2023-04-25,526,462,585
SKU-00294,2023-08-07,508,415,581
SKU-01590,2025-08-22,77,10,136
SKU-01748,2025-06-18,118,50,137
SKU-01468,2025-04-28,175,155,254
SKU-02213,2025-05-14,151,64,219
SKU-02959,2024-06-09,43,7,50
SKU-00452,2024-11-08,869,808,945
SKU-00511,2024-06-29,691,660,776
SKU-00611,2025-05-28,857,818,928
SKU-00621,2024-08-17,602,515,694
SKU-02479,2024-06-16,761,755,792
SKU-00895,2025-03-29,832,760,855
SKU-00641,2023-07-05,9,0,94
SKU-00514,2024-10-23,80,0,162
SKU-01520,2024-07-03,253,177,277
SKU-00028,2023-01-12,494,433,568
SKU-00324,2025-10-04,520,472,607
SKU-02514,2023-06-26,582,516,601
SKU-02782,2024-04-15,315,219,367
SKU-00276,2024-05-26,475,471,495
SKU-01845,2023-01-08,352,280,380
SKU-01966,2023-07-01,983,894,1055
SKU-02580,2025-05-27,252,178,313
SKU-00171,2024-10-17,671,660,761
SKU-01372,2023-07-26,689,600,760
SKU-01341,2023-11-18,602,542,635
SKU-01635,2025-11-24,788,713,834
SKU-00435,2023-07-21,21,0,62
SKU-00727,2023-06-09,319,221,416
SKU-02478,2024-10-17,489,474,497
SKU-03000,2025-08-13,150,128,228
SKU-00523,2024-12-06,573,493,652
SKU-00952,2025-06-19,278,231,371
SKU-00657,2024-03-21,720,649,755
SKU-00021,2025-05-27,516,492,522
SKU-00768,2024-01-05,126,42,192
SKU-01736,2025-10-07,639,612,734
SKU-01011,2024-10-22,205,169,238
SKU-01661,2024-11-25,76,32,174
SKU-01645,2024-09-24,711,685,766
SKU-00338,2025-05-21,478,424,514
SKU-01862,2024-10-24,68,0,137
SKU-02136,2023-05-27,414,369,468
SKU-02836,2023-11-01,11,0,46
SKU-01372,2025-11-06,907,868,916
SKU-00840,2023-04-15,556,538,632
SKU-01437,2023-08-11,893,855,933
SKU-02359,2024-07-28,87,21,137
SKU-00853,2023-02-03,879,831,883
SKU-00119,2025-03-01,410,391,446
SKU-01469,2024-09-26,851,811,907
SKU-01560,2024-03-30,611,565,639
SKU-00009,2023-12-26,920,852,975
SKU-00583,2025-04-07,482,397,555
SKU-00977,2023-10-07,760,664,856
SKU-01612,2023-01-19,539,536,569
SKU-01878,2025-05-17,790,787,885
SKU-02313,2024-07-27,733,673,784
SKU-01923,2023-07-14,601,564,613
SKU-01184,2025-10-20,468,411,567
SKU-02367,2024-09-01,704,628,732
SKU-02369,2024-02-23,671,603,757
SKU-02042,2025-10-03,764,671,821
SKU-02299,2024-01-23,922,842,949
SKU-02949,2024-07-15,147,65,177
SKU-00624,2024-10-18,235,213,281
SKU-02852,2023-08-24,923,913,987
SKU-00779,2023-02-12,309,225,368
SKU-01023,2023-06-18,202,116,231
SKU-02608,2024-12-17,256,231,323
SKU-01008,2025-07-31,996,903,1067
SKU-00749,2024-10-18,712,704,765
SKU-01889,2023-09-08,972,887,1057
SKU-01122,2024-04-11,117,57,180
SKU-02437,2024-01-24,109,89,120
SKU-01280,2023-05-19,620,612,631
SKU-00451,2024-03-28,531,435,586
SKU-00720,2025-02-06,105,69,123
SKU-02428,2024-10-18,630,605,665
SKU-01570,2024-12-06,371,314,447
SKU-01766,2024-05-21,988,910,1001
SKU-02894,2024-03-29,466,383,562
SKU-01171,2024-05-16,226,196,229
SKU-01934,2025-10-23,379,342,383
SKU-02030,2023-11-06,808,755,849
SKU-00281,2023-05-19,71,8,130
SKU-02411,2025-06-01,478,387,514
SKU-02283,2024-10-03,468,442,498
SKU-01408,2025-04-14,610,568,666
SKU-02179,2025-02-05,780,780,831
SKU-00598,2023-08-01,105,31,147
SKU-02444,2025-02-15,727,664,800
SKU-02515,2025-07-06,427,387,481
SKU-02916,2025-02-19,611,563,699
SKU-00908,2023-04-25,114,30,197
SKU-02043,2025-02-28,975,908,1058
SKU-02428,2023-09-23,420,363,428
SKU-01584,2025-04-01,187,147,262
SKU-00622,2024-11-03,8,0,59
SKU-01602,2024-03-27,117,90,193
SKU-01188,2023-12-22,102,11,154
SKU-01228,2023-01-23,749,694,781
SKU-01430,2023-03-28,446,428,447
SKU-01399,2024-10-13,750,726,772
SKU-01661,2023-11-24,73,31,88
SKU-00112,2023-07-27,181,120,228
SKU-01201,2025-07-25,498,436,583
SKU-01261,2025-11-16,474,405,477
SKU-01279,2025-11-23,242,224,266
SKU-01920,2023-12-21,49,0,116
SKU-00850,2024-02-23,287,205,353
SKU-01091,2023-08-13,457,368,495
SKU-00609,2024-06-26,240,226,261
SKU-00054,2025-05-19,701,683,760
SKU-01535,2023-05-14,267,168,302
SKU-02929,2023-11-03,296,286,344
SKU-01780,2024-09-25,555,545,643
SKU-01993,2025-01-17,380,317,458
SKU-02380,2024-08-04,49,0,81
SKU-01374,2023-09-27,595,500,671
SKU-02701,2023-05-23,827,756,909
SKU-01389,2023-10-14,274,224,292
SKU-02937,2025-11-11,435,434,505
SKU-02635,2024-03-15,787,741,792
SKU-00720,2023-05-15,765,707,792
SKU-02854,2023-01-16,713,638,807
SKU-02227,2023-04-15,228,164,292
SKU-00323,2023-01-26,128,36,203
SKU-00024,2023-01-23,925,847,1001
SKU-00265,2023-10-13,991,940,1068
SKU-00321,2023-02-04,838,810,851
SKU-01121,2023-07-20,206,166,217
SKU-01032,2024-09-01,661,613,755
SKU-00811,2024-07-02,687,655,745
SKU-00568,2024-01-03,330,239,400
SKU-00673,2025-08-30,958,945,1057
SKU-02073,2023-03-26,324,292,404
SKU-00748,2025-01-25,641,627,648
SKU-00183,2025-05-16,931,909,1008
SKU-01028,2025-02-21,414,355,423
SKU-00939,2023-02-17,781,699,866
SKU-01803,2024-12-29,168,163,247
SKU-00645,2023-11-28,878,852,947
SKU-01184,2023-06-11,227,216,274
SKU-01618,2024-10-10,72,0,159
SKU-01080,2023-06-14,373,331,426
SKU-02508,2023-03-29,444,390,493
SKU-02224,2023-07-22,955,931,1001
SKU-02036,2025-01-04,268,224,296
SKU-01221,2023-01-22,643,560,651
SKU-01866,2023-11-02,633,569,698
SKU-00673,2024-12-11,533,440,631
SKU-00314,2025-05-24,628,555,696
SKU-00954,2024-01-15,446,439,499
SKU-01986,2024-05-31,764,755,779
SKU-00558,2023-11-04,948,900,955
SKU-01174,2024-12-10,359,296,380
SKU-01933,2025-09-25,347,255,361
SKU-01723,2023-04-29,592,580,619
SKU-00635,2023-07-25,73,65,101
SKU-01741,2025-03-13,659,576,690
SKU-02291,2023-01-23,995,904,1010
SKU-02563,2023-02-13,126,38,158
SKU-00108,2025-07-07,221,137,303
SKU-01606,2023-08-16,913,837,948
SKU-02033,2023-01-13,584,564,622
SKU-02402,2024-11-22,806,794,855
SKU-02850,2025-01-11,480,404,547
SKU-02420,2025-06-28,854,843,952
SKU-01243,2023-08-13,703,640,716
SKU-01249,2024-06-05,633,618,671
SKU-00547,2023-12-08,149,71,237
SKU-00920,2024-07-22,156,72,226
SKU-00323,2024-10-29,64,28,83
SKU-00290,2024-06-08,21,0,70
SKU-00955,2023-02-10,88,0,126
SKU-00560,2025-05-28,77,42,84
SKU-01208,2023-07-12,753,673,782
SKU-00051,2023-02-18,3,0,86
SKU-02441,2023-11-07,359,297,378
SKU-02926,2024-09-14,6,0,33
SKU-01168,2025-04-18,988,943,1057
SKU-00736,2025-04-17,531,504,584
SKU-00484,2023-01-07,495,421,567
SKU-01293,2025-05-17,455,396,474
SKU-00173,2025-02-21,584,494,606
SKU-01398,2023-10-08,421,359,507
SKU-00282,2024-05-12,581,509,653
SKU-02071,2025-08-10,224,192,262
SKU-00003,2024-06-26,670,660,703
SKU-01793,2023-06-07,50,0,71
SKU-01156,2024-08-11,645,622,732
SKU-01650,2023-06-28,918,862,974
SKU-00882,2025-02-22,483,452,529
SKU-00445,2023-11-29,505,423,522
SKU-02309,2023-09-29,878,813,885
SKU-00481,2023-11-24,467,405,527
SKU-01572,2023-03-10,825,741,909
SKU-01548,2023-03-27,662,588,691
SKU-01570,2024-02-14,566,522,614
SKU-00478,2023-03-13,398,308,469
SKU-00706,2023-01-31,608,525,670
SKU-02062,2025-10-20,646,632,694
SKU-01855,2023-10-22,32,0,74
SKU-01912,2023-07-15,444,397,536
SKU-01740,2023-09-29,675,671,691
SKU-02236,2023-01-06,656,577,727
SKU-02554,2024-10-13,68,1,110
SKU-00606,2023-07-20,126,96,180
SKU-00414,2023-10-30,120,28,181
SKU-00326,2025-02-02,684,622,705
SKU-02529,2023-07-23,173,134,189
SKU-02811,2024-03-08,323,262,390
SKU-00129,2023-01-29,889,822,908
SKU-00011,2025-02-21,700,632,728
SKU-01736,2024-09-11,392,341,437
SKU-01727,2025-05-18,602,509,615
SKU-01803,2025-05-24,698,631,728
SKU-00174,2025-09-08,803,733,833
SKU-01431,2025-10-25,513,489,515
SKU-02110,2023-02-22,138,61,232
SKU-02137,2025-01-30,919,860,940
SKU-01411,2024-08-08,950,911,1002
SKU-01559,2024-09-06,28,0,81
SKU-01090,2024-03-28,753,661,779
SKU-02642,2024-11-22,846,811,877
SKU-02494,2024-06-16,614,556,701
SKU-00895,2025-10-16,629,588,659
SKU-02646,2024-04-05,514,416,609
SKU-00156,2023-08-20,273,263,311
SKU-02451,2025-02-18,108,81,169
SKU-02575,2024-01-22,869,855,925
SKU-01223,2025-06-25,249,235,315
SKU-00554,2025-10-28,20,0,81
SKU-02136,2025-05-08,811,751,901
SKU-02204,2023-08-10,161,160,193
SKU-02589,2023-10-19,41,12,100
SKU-02481,2023-05-11,66,0,95
SKU-00854,2023-01-12,55,42,67
SKU-00803,2023-08-07,903,898,922
SKU-00086,2023-08-11,571,545,642
SKU-01404,2024-02-23,953,894,960
SKU-02167,2025-09-24,354,318,452
SKU-01926,2023-09-24,2,0,77
SKU-01530,2024-06-15,871,793,891
SKU-01731,2025-04-25,396,323,408
SKU-00770,2025-11-05,975,972,1004
SKU-02089,2025-09-05,170,78,263
SKU-02188,2023-12-11,477,476,525
SKU-01599,2025-08-10,303,272,360
SKU-01633,2025-11-23,136,91,181
SKU-00303,2023-09-10,364,359,365
SKU-02872,2024-12-27,213,139,231
SKU-01709,2025-02-27,220,196,246
SKU-00468,2024-05-11,76,12,82
SKU-02631,2024-12-12,707,690,756
SKU-02094,2024-03-24,429,363,519
SKU-01560,2025-06-07,985,896,1037
SKU-01094,2025-06-20,50,0,123
SKU-02574,2023-06-01,29,0,69
SKU-01074,2023-01-24,114,110,125
SKU-00124,2025-07-16,949,945,965
SKU-02217,2024-11-28,449,444,520
SKU-00751,2023-06-07,508,497,563
SKU-02550,2025-05-12,871,803,947
SKU-02530,2025-08-30,933,933,953
SKU-02250,2024-02-26,684,676,756
SKU-00216,2024-08-21,581,523,594
SKU-01314,2025-11-12,37,34,58
SKU-01953,2023-06-21,312,303,320
SKU-00516,2023-03-31,566,514,571
SKU-01500,2025-07-19,144,68,172
SKU-00739,2025-07-23,754,740,797
SKU-00670,2024-03-14,132,97,147
SKU-00286,2023-04-19,651,569,748
SKU-01392,2023-08-14,545,483,588
SKU-02349,2023-12-28,188,161,216
SKU-01932,2024-03-21,2,0,22
SKU-02853,2023-08-23,617,583,682
SKU-02641,2025-08-30,330,323,401
SKU-02993,2023-07-25,306,285,341
SKU-02787,2024-07-22,273,241,275
SKU-02346,2024-06-02,624,593,680
SKU-01635,2024-03-08,789,722,837
SKU-01436,2025-04-03,387,297,427
SKU-00926,2023-11-25,698,617,789
SKU-01182,2023-07-16,790,699,839
SKU-01597,2024-06-10,796,753,809
SKU-01113,2023-07-03,942,935,964
SKU-01409,2024-04-02,475,419,540
SKU-02238,2023-09-22,52,42,91
SKU-00320,2023-08-18,838,753,858
SKU-01511,2025-06-09,362,314,454
SKU-01940,2024-11-29,437,376,533
SKU-00197,2024-03-11,783,783,825
SKU-01506,2024-12-28,680,584,725
SKU-02199,2024-02-29,359,339,406
SKU-02990,2024-07-31,58,21,146
SKU-00110,2023-07-24,757,675,825
SKU-00567,2024-10-22,298,264,327
SKU-01650,2023-06-13,439,399,478
SKU-00611,2024-03-03,940,883,981
SKU-01632,2024-11-29,152,91,243
SKU-01282,2024-07-19,153,84,176
SKU-02106,2024-11-08,504,426,584
SKU-02771,2025-03-28,703,680,761
SKU-01280,2023-09-27,932,900,996
SKU-02985,2023-07-15,526,438,579
SKU-02417,2023-12-16,986,913,1044
SKU-02790,2025-08-25,927,915,1005
SKU-01045,2024-09-25,953,890,1012
SKU-02094,2025-03-09,187,95,224
SKU-01934,2023-02-13,736,696,737
SKU-01576,2024-05-19,647,647,711
SKU-02328,2023-05-08,52,0,59
SKU-00877,2024-10-28,755,658,854
SKU-00349,2023-04-21,69,0,79
SKU-01885,2025-04-08,223,183,264
SKU-00243,2024-02-25,118,82,172
SKU-02371,2025-03-04,812,733,852
SKU-02104,2024-01-24,488,418,490
SKU-02269,2025-03-13,903,821,913
SKU-02993,2024-09-06,575,526,634
SKU-01170,2024-07-03,250,224,259
SKU-01230,2023-02-24,642,580,653
SKU-02683,2025-06-04,341,303,408
SKU-01323,2025-08-21,831,823,831
SKU-00826,2025-11-09,758,705,797
SKU-00599,2025-04-12,564,561,602
SKU-00785,2023-06-20,549,541,564
SKU-01047,2024-10-09,310,237,408
SKU-02097,2025-11-03,693,624,717
SKU-01895,2023-12-06,35,0,62
SKU-00919,2023-04-27,938,887,980
SKU-00944,2025-03-06,543,444,549
SKU-01314,2025-10-30,600,564,679
SKU-00067,2023-02-27,508,436,588
SKU-01264,2024-07-03,603,564,631
SKU-01576,2025-05-26,955,891,1029
SKU-01589,2024-07-07,93,0,174
SKU-02941,2024-09-01,861,847,936
SKU-01134,2024-02-25,325,227,408
SKU-02832,2024-12-23,873,784,935
SKU-00246,2023-07-03,975,925,985
SKU-02953,2025-03-05,730,728,730
SKU-01230,2024-06-15,457,410,484
SKU-02243,2024-11-12,214,187,259
SKU-02309,2023-11-18,531,469,612
SKU-02227,2024-04-25,281,232,283
SKU-01553,2024-04-06,610,532,623
SKU-02560,2025-09-21,530,526,568
SKU-02370,2023-03-14,145,78,169
SKU-00210,2024-04-19,623,534,657
SKU-00970,2023-01-29,797,797,826
SKU-02150,2023-04-21,214,128,253
SKU-01455,2025-11-08,338,274,421
SKU-02996,2023-03-13,803,746,897
SKU-00743,2025-06-02,740,670,750
SKU-01749,2024-12-05,718,669,783
SKU-02964,2023-04-09,41,31,79
SKU-01843,2025-04-26,736,686,763
SKU-00024,2023-01-19,279,257,342
SKU-02698,2023-01-25,602,601,604
SKU-01981,2023-10-12,288,204,371
SKU-00155,2024-06-02,709,634,782
SKU-02615,2025-03-14,545,498,636
SKU-02352,2023-01-17,446,349,451
SKU-00350,2025-08-02,433,385,468
SKU-02716,2024-09-01,264,254,266
SKU-02769,2024-11-10,859,789,943
SKU-02217,2025-05-13,716,677,802
SKU-01346,2024-02-07,546,450,565
SKU-02621,2024-03-22,362,334,431
SKU-02578,2025-09-18,33,8,89
SKU-01873,2025-06-07,848,810,899
SKU-01898,2024-12-11,975,878,983
SKU-00429,2025-04-01,927,923,1001
SKU-01263,2025-11-26,466,418,533
SKU-00278,2025-11-16,933,912,1002
SKU-02817,2025-03-25,182,93,231
SKU-00325,2025-09-16,88,2,93
SKU-00130,2024-11-30,625,559,667
SKU-00556,2025-07-05,300,235,355
SKU-01307,2025-06-24,897,844,913
SKU-01148,2024-06-03,448,358,479
SKU-00322,2025-03-12,694,595,781
SKU-02227,2023-04-18,489,464,499
SKU-02743,2024-03-12,114,40,139
SKU-00842,2023-01-13,167,148,184
SKU-02007,2024-03-15,425,327,454
SKU-01868,2025-10-27,3,0,66
SKU-01243,2024-05-23,195,193,226
SKU-00969,2025-04-05,846,749,902
SKU-02277,2025-05-31,343,335,404
SKU-01644,2023-11-01,683,645,689
SKU-02469,2023-04-18,242,195,246
SKU-01987,2024-12-09,505,434,574
SKU-01395,2025-10-27,418,394,431
SKU-00449,2023-10-05,213,188,296
SKU-02210,2024-10-09,132,80,214
SKU-00795,2025-06-13,523,473,619
SKU-02182,2023-12-26,669,630,714
SKU-00117,2024-06-21,128,34,139
SKU-02537,2023-09-13,852,794,934
SKU-02090,2023-03-09,739,736,788
SKU-00953,2023-06-28,89,40,167
SKU-02693,2023-04-16,572,508,644
SKU-01453,2025-07-18,154,65,194
SKU-00226,2024-06-20,324,245,404
SKU-02810,2024-06-29,897,834,904
SKU-02007,2024-01-16,130,116,132
SKU-01999,2023-01-03,251,248,302
SKU-01273,2025-11-29,142,112,219
SKU-01091,2024-05-01,637,540,647
SKU-02763,2024-09-26,129,85,176
SKU-01318,2023-04-08,132,99,143
SKU-02297,2025-02-06,48,0,98
SKU-00424,2024-04-20,429,421,432
SKU-02103,2024-08-04,52,31,68
SKU-00984,2025-07-17,938,881,966
SKU-01454,2025-09-20,167,155,189
SKU-02705,2025-05-27,43,18,104
SKU-02442,2024-04-14,916,894,994
SKU-02156,2023-10-29,607,585,618
SKU-01386,2024-02-20,721,674,768
SKU-00636,2023-09-17,797,760,829
SKU-01463,2025-09-22,259,170,271
SKU-00225,2024-12-19,217,134,311
SKU-00064,2024-09-10,700,631,773
SKU-01338,2025-06-07,935,910,1033
SKU-01458,2024-02-13,928,919,965
SKU-02697,2025-03-16,36,0,122
SKU-01973,2023-04-22,327,301,403
SKU-00997,2024-08-16,7,0,101
SKU-01267,2023-03-31,889,850,938
SKU-01545,2025-08-17,105,22,116
SKU-00041,2025-10-04,159,113,245
SKU-02165,2024-06-25,894,866,919
SKU-00973,2025-08-02,361,281,455
SKU-00507,2023-03-20,408,321,498
SKU-01959,2025-03-14,262,183,344
SKU-02852,2024-01-06,656,633,732
SKU-02023,2025-08-02,117,23,210
SKU-01453,2023-12-02,806,779,870
SKU-02566,2023-08-09,100,18,102
SKU-00246,2024-12-03,193,144,200
SKU-01527,2025-03-09,923,891,1012
SKU-01106,2025-07-09,399,334,471
SKU-01629,2023-06-10,351,253,380
SKU-02299,2023-04-18,931,887,973
SKU-01628,2023-07-14,980,882,993
SKU-02099,2025-09-02,627,609,643
SKU-00043,2025-09-13,228,216,298
SKU-02897,2025-06-06,300,220,339
SKU-02677,2024-09-14,626,536,691
SKU-00052,2025-06-13,796,786,880
SKU-01017,2025-01-15,966,938,973
SKU-00084,2024-07-04,796,741,801
SKU-00870,2023-12-30,472,468,489
SKU-00821,2023-04-06,402,335,467
SKU-01800,2024-04-02,825,824,826
SKU-01713,2023-12-26,87,53,146
SKU-02869,2023-01-20,451,445,453
SKU-01010,2023-10-28,398,373,490
SKU-00786,2025-06-02,852,781,858
SKU-00035,2023-09-12,661,605,707
SKU-00976,2025-03-25,52,4,81
SKU-01378,2025-09-22,22,0,56
SKU-01613,2024-07-02,337,278,395
SKU-01760,2025-01-20,230,220,310
SKU-00798,2023-10-03,575,490,636
SKU-02369,2023-05-26,878,801,924
SKU-01940,2024-05-02,52,0,132
SKU-01186,2024-11-14,424,397,440
SKU-00456,2024-10-12,875,867,927
SKU-00083,2025-06-15,966,933,998
SKU-00716,2023-12-22,172,122,234
SKU-01021,2025-10-18,486,421,527
SKU-02656,2025-03-13,725,703,772
SKU-01426,2024-06-16,813,734,874
SKU-00216,2025-09-05,874,860,972
SKU-01227,2024-01-09,521,464,527
SKU-00901,2023-05-16,382,371,436
SKU-01222,2023-07-17,669,602,752
